Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"jnwFPaoSWQmTFFOrKRVBYcvEIBNvhUSLJFZUPSE","sSQaYUJfVS/aB/YQMXlHkbaBWNtVuxtVOUR+DId","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","DYShBuRLIZSMsDAARTJVSQwwVdGRRoPGbISvgTy","1-0:1.8.0",2023-09-01T00:00:00,2023-09-14T00:00:00
"rpsCnMhhpFYCWJzzYWjSrAVYPKTVCOSnxtZZOSK","tgQLynORTLWVraRdc+wH+YjVPYGNaRdVuJShESY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SMbPmTseIFHMcVmXmNNpEEVNReFGsYDaTUOyyQF","1-1:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"RwUZQeTjSvKTHUV+PYnLCzbwXkTKOeqfegyTNmW","XzVoKyhXUAKuTWAYQrRlzpXVWoiAxRUDkkYUEDh","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","zeVzCYfhUwqMrMw/AuErCHnsUMbeDBSlXSPlWYZ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-26T00:00:00
"WOFNzRbRzkLRhSSKU+bUCUgyUouTXdwttNykOsp","'+dYEjTmPzCvaKgTjsdTYvXSPwHctZQPTTHCQYHP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/rYsceYC+rU/bXpNaloooYpQQwbNqrEHoRzLgpV","1-0:1.8.0",2023-09-01T00:00:00,2024-10-09T00:00:00
"KVHcoj+WQObFTLVSbXmQBdeuAMKMIdyucRlNLyH","RFylQWOVlqRIWWwqVrdcVgltjqdrWUHmVCKri+T","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","/SYIKJYZkcHXUlRmdiTyWSSZWdtkE/XTcu/mhCW","1-1:1.8.0",2023-09-01T00:00:00,2023-09-13T00:00:00
"XFYvwxDxpyRrqXVfQMYUSP/JeVNRqTZvyHYWTBp","LiOhIYnQnzSvLVpXjbXKCVWcYACKWCmWX/uUEBB","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","B+TNBLXnYsXTYOZeWwyAqTkzbRhPUThKdOzFkIW","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"ZVvGvWrWjYZqYfdDWfXZjZOZ+WIDkwULAoTDmUU","SKwYbpIWWbkXCwgLTOtFJOCtxTBXJTqSyZkFTvQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MuAf+KVZQQUiujQTFbjc+cqMPSBBEzWC/eWKGYP","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"UQQpXeh/FPKdmQbjYAKVASL+TsOyLqXYkMoXTLg","zUQKXmskDEbVLktp+NOUDSyoKbSeojukGxWSRap","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","xVAkBZxfxYTUvDrZQPZ+pXlUVSXaf+G/kvWjWak","1-0:1.8.2",2023-09-01T00:00:00,2023-09-26T00:00:00
"XgjDsZPpcx/uKnsYykYEQDVXPWyTTaXFYLYDSjW","BVTTBQucqUsTOJQplxQQOQVTqUeUekxUViSwSfX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YKvKTaUqmKYdhUCYWyvSzcDSSrbVWBsUKZrWukK","1-1:1.8.0",2023-09-01T00:00:00,2023-09-10T00:00:00
"yVNxyQDvb/ouUuZVIfHuWURLWhvWhvDJJdjrLC+","XDq+VSkEGNtxpVlgpZhnqTf+UvszPUYgSVgAUQQ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","zrUlQYOYXBVY+WWAI+SZXTMjWZFlFDhYaRavOLe","1-1:1.8.0",2023-09-01T00:00:00,2023-09-26T00:00:00
"PaUhIHeRujBbGKiUQrmBCZTQsVNMGIiiWueQjzE","zEDYeOBEoSWbRTjajhRNXiIZxcOSeVgmRTJUa+n","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","yTWVQTfZKjyUXPnTVYAezZcUQIVwNVXwhUtYWFF","1-0:1.8.0",2023-09-01T00:00:00,2023-09-20T00:00:00
"EEueebHbXIfElBg/IEX+KIGtyLrSWwWpPqsagxH","ktAPaSjkfqYeEYEASjfesOJOplEhK+ICWBbQEwn","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","oIXpyVcmrLQdRMUnHCYlhLjoTs+WTWZVduvuesP","1-1:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"ZWNlqbVDHxrAXYXZUDZTbSrLuZeiEFEdJnbbBTS","hdrfxdtaUAmIPqEiHBTTPVQuOKpdTJYEwtSRd+Q","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","e+NcvMMuVQMqXoRnYujVbYFckhCrdJpWaNXtOhN","1-0:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"IWpXVoZkWeOpTSSWSYbLiUrkqAGMHxisSRwWWXZ","DueQqYcZidqgSQZPWnEoVNFtCoAvxaqqVHqXdQN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MUmOKSeYmXYHJyrAVOduSbg/zAJ/SIdKtlCnGGS","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"zwTeRSRnYWRZAQAITNYMiutmNkHOZuXsWaxtzUv","fuXPRbbQQYQQXWTPy+LWosnScsVdMKCRUVeXZgR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","'+rUSCDvblOqmWYlOjBkzXZHCjGBRDMpTYZxATWL","1-0:1.8.0",2023-09-01T00:00:00,2023-09-26T00:00:00
"ITdzvGaHhZEYlARlYEGfCS+coXXnSXZ+PSngOZN","AuDkHyXXXWKwcvuJZVRSQmpjARGqzIBZSWkDWcK","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QYzwgLVZswuY/ffUfhAWEnXagRKTZ/+ZvPscWjp","1-0:1.8.0",2023-09-01T00:00:00,2023-09-14T00:00:00
"FLWQXvqJuRSdpQQqlLSHJbvnXmdaUfUBueeAF/C","'+hjRqcExSXetWUerRlZGmlZsUhxcOFYMVHNSnH/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UFibsVxjOzTpiSYjKYtHMATLLiqRkfRqTl+BVFQ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"YMdHbUjmwShWSZKHidNoBcKRQQQlMBkztSTTxjK","QfJmhgkWXSOVscSU/bUEvxQYMCk/ZIbRSjOJZhS","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","MeubCRB/LLkilokiBmmRhSKxKpHYaaZtettUKmo","1-1:1.8.0",2023-09-01T00:00:00,2023-10-09T00:00:00
"yfSQPfSDN/PUfJdeUh/SKINAYUVDRSlpeaJZYub","RCYgONoEMwuLnRRZeDwJVMdlJwhVXEQVVDV/RRT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rWaZutQxSdhehinOxXdodbWhUrNicjuUYRgjhdg","1-0:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"'+wQvQcQaHkN/puZMvJWsEQHoVUXBny/WUuDXSXA","VUUCpXevjrVD/zrVh+jUgxeLUPXpQOXYymU+ZAM","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WTQeCBxqNSdhqaoeUrrIoVaZOWj+SXhLkXMAuGP","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"faJqDvKsTVsWIzyLAIZKUWhmjSVNCgHQgtRVvqw","oSovWMuQoSIHTioZhaRflPXYoULREazhd+MRycV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","KcSvRWYGZAeliNYzyghGNjkjhRiYecxUhCWVRKZ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-13T00:00:00
"VjkvAvzfTcCQzSReEXFVJaWBeQdMiLjW/bAoYwQ","VajydZXdsWJbhReWiTKgrFrQUWQgEaJWiKThLtb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ipSpD+AjUQMxcUTikrfSvxwRiWQXnXKduQClUhH","1-0:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"EYCXhtj/OiZVsdzoFHnXwYRblSdgnLIavCrvKSt","WynvDnyOGElRnNCTHBZHy/PeavMEMJbsoigY+QR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","lgXayNefJjDsgKlbTrqBhZGFXeyFWZGvIEpOxz+","1-1:1.8.0",2023-09-01T00:00:00,2023-09-14T00:00:00
"XnCSyESooAV+BaURRhYUZWYZZyjVDUEUpkwAKVT","APNIVVlYoVSzAYCmRZ+QDMwC/cKQ+vAFmFVAzEq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ycytKwRQuYQZHrTdanUJAZHDEShMugkWwJiBVYW","1-0:1.8.0",2023-09-01T00:00:00,2023-09-14T00:00:00
"eXuvqbpJcYxXTcRRhkSHMVQYN+zHgPcfLSQaRXK","bjNtYRau/LNQHDWPSslHf/DDFptvWRkpDCWjeMN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UKRQdCCYITjKijIjRPyvQZRadTDhqMJRprHZasR","1-1:1.8.0",2023-09-01T00:00:00,2023-09-14T00:00:00
"DVlqRqYufWUqDjLOzZjYCeZWVW+uFjiUXVXHZYu","AQXwSSyTOfFSLcwhPnDnqnTeOvWEGTvuCcgIjTt","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","bQdcxDJmiuCDxhEplxHWfh/AoSVLGhgQuZaTxZX","1-1:1.8.0",2023-09-01T00:00:00,2023-09-26T00:00:00
"xWPZQmZBQoLYbYnWEMJCQuJnVVrVSynZNLlWYkE","TJjIgCXYZBXWZDJQTlPFxZpcLNpyS/WDHOpptbg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wFMmtJTNhTAhyzOYlktLlXmGiwqPZAXfVRX/ZiZ","1-0:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"XrFKSYTYKJYGTU/lRgeZXWScdVxTXYXN/cUVLCy","nuRXFJQCARt+nuclxtaLEG+cBowQg/rZSQOH+RB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","OGsWWUUJRCIYnNRTQ+QmABmYC+mnQXhNRQCZj/L","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"nYRTMZTZxZfcTXSgWRJUtsZvuxLAnpvoWVZnje+","faXSWlLWAYlqroWyvnMQYCsaOBsNRpxrTKkRdYf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","meEfZjqRFtNTqRksaxANGAxA+fKiuWrp/iYvTfa","1-0:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"SwVcrEWTsMEUj/eN/zdynGi+QVnYeClZOsXOBkA","QrWWtOLTXgjWiwiizkcmPIj+aWIYwXAFXkXvciA","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mOeKXcWpKXRtuyYNxBk+mTShXZzQQQ+uXNGWhWZ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"sWbFRRnkAzQFDIosaHfWUrqkjsKfYxdZVLVBRSf","xgZaaZhWpXINRFXzcGIGWpVVMViUTWSqEiVopZq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","nOAWSAWwWuEvTrdzpDTMSjpgipUrhxlYJKMOK/B","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"Xr+cF+uBYXVmHi/PIrlKNMsmTRazTvTQQNWJKTm","KoJAITZDRURTpYdfTBjCkewPz/hYkLCsttobzyK","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UIlManXCyasmHVBuPH/mErQTxvDUQulQXcJdUYU","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"Vls+vRFY+SFQSVRkJqRiVR+UAUASyYOHBUIrWSV","rkVSpBJfIyWLRSeIMZpZpdzorQJuWnoDvvXGSjm","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TTESJmLhXsdht/wQrXyxbWzJoJSOUNwrGQcVQEm","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"hefUwdQPAMkHPKjSSwuDxXkDOIvygmVLZjwJtum","LnQLVcSDW+xdYcCYSKqWgFjdHUoVaTGPZeWAKSx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qGcVXZYszT//NMVIhZkTvHrwgTOTLLERySXWMSL","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"tRGBQJtEhSROVWfedUlFTvJQyYU+VbhVtRSOMIW","nUEKR+XXZqoMmOdRUTYzEZObTXmPCRFhhrUzQtx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TANfNNlhDVNmSlqlxM/VYllWoWNBVQnZQlXTowe","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"mEflXoaGXDTXRUTOsj/L/wJUXGOa+SQWkwrwXhB","yqBNVWMCWD+UyTKUqfyIBYrZvWwXzCTqUIUEGrY","01","13","Ablesung durch EVU","01","Ablesung durch Messstellenbetreiber","csWbBguMMoY+eXmjASXbYTxJjejyZcXUKUXYvpG","1-0:1.8.0",2023-09-08T00:00:00,2024-02-21T00:00:00
"yNQVkRLgkCLRRfZEkXUXXdSiiKWRsHTSpbZExpa","EwLnUnsZHnCerGkLZQtuUXBDShQLGsLlFOpEtQU","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","hGTMaCsYYsVeTmlYDS+rBNgrrXAtSg+QrVYiSzK","1-1:1.8.0",2023-09-01T00:00:00,2023-09-26T00:00:00
"kHUUTKXqLSvaXWuzWUltKV/Jlqpj/DDZxtzAVqW","iVnkgjbZzObufoIRUQWWUhUNlaSZV+/KlnvjDGc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","La/ERZUYovSQWRgzDRUEZJUgXZepwRwwRGwBags","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"jYNOwNcanxEacfWO//UwnxeVvXTfwoRSZ+AtjVs","nqoSZzrTiSHlOsQzYbZVTlSzkXInbHqXgQmgQol","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xMUpfUfZdAGnXQnGegYguYygW+IRZYKP/uUgwNG","1-1:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"XcCKZtWXWWUSlILQJScVoBLrjdtUSPwRiGTk+VJ","JVoOqZOjWGYTYTNJOvsofTbPuWKKtmzMaCuiBtW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","eSODWNpHgWQslTmLodVwZYTrfflkYYNiWF/Aqxc","1-1:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"TQlRZcKjIWyYYTBZ/OZXSDsSWwJf/cZUzGNScvy","iYmImMApnEpKYeOX/ruUhltn+hRTY+wSiPIYYZi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","kAmhhIoYwuknHrerRWkOvGxSxBsDaSQXTsjIXBd","1-1:1.8.1",2023-09-01T00:00:00,2023-09-11T00:00:00
"kEwYLOUpuvhbFIbOUgfl/PzXgYORiIIVQHVPJOa","ZJrQ/oW+UBRNzujQWkoZZIkEYaqWjEbeVQBZcSw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","vplZZRUGquLMYebSSTWcYMXDBXoELLTmRwGyTLZ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"RPNTUgfTYQMBAiKTHb/TuYpryMZUOyYHClbqbs/","GR+SJVIUbNqVfSSlNyijVGPmxRlxRoiTvMqFfTi","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","VilMTezfnGSpTISdoDkKfSOSGwvvRSmbSvKKZXS","1-1:1.8.0",2023-09-01T00:00:00,2023-09-26T00:00:00
"TlXFNVQNJhURzZsCSTGOuYwKVMfsmlX+uSijToy","lTcvrudNEgFTUWWZ/sPygEURMqJdBHZwKrVBYUH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","FzAdWHiQbqDaeTUIwRIX+TMTBNXRAGxFrTXlnuS","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"eQ+WhWeZFiOGWXOHQsVhDuVsbjqiSWNZbCuKoUU","RYVOFUNzS+HuKmplQTqXIZalbCRgSRtzgOSKkYQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xTXiUBenLvVYgJJgEpYSXShsPnQcpiWZiJUcAGW","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"kWUkJWyuLDWUUWPVQRGRfiNObneUZZF/eVXt+Uu","TZsyVogjqQhpZdkZcQGAUTbUXs/eCKAZIvwsXgs","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","buOqyXOpZCDRRrDiDEwgaoIMXpwtxQNFVhCEfq+","1-1:1.8.2",2023-09-01T00:00:00,2024-01-10T00:00:00
"fecggXWdRfwcWgJbhYXWHVRGfJnMUfEoResIZxU","'+jJAQX/eHLkcsHFsomweUTRXhQ/uulxxvCYZXEM","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","oMqULHnoputAWWVCPRVdRnHjmZirEU+SqjHGWaU","1-1:1.8.0",2023-09-01T00:00:00,2023-09-22T00:00:00
"irN+orFFexSVeTZvvmUFrVPzNULlGmYclbXXsCQ","iZvNXyXztYYnpsbqwSJpyyVTfddlTaYXeYRTzk/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zBJmcUbXwGdQDcITSjqTWBenrIEJiIOVDzSgkyZ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"ZcKEVnwDamdvoCLdZHYRopDvZkIsSAyKhvKNHLI","VaMYrdTVXqyyKNOeQRSSm/ogjxHQnfzHMTWBXJU","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","MUmSZWqQxPqVa+tGh/RhoTGXRQdHAJHyMdpP+TY","1-0:1.8.2",2023-09-01T00:00:00,2023-09-26T00:00:00
"MZ+UbvZuURRwDqtpvETSxae+QVnxVTZVFIgZ+Zw","E/eWwdEIHh/KjfaiubpvK+yVVHsCnYjfgecQVOs","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","mldZSSarsYAtDrXZXUjSklGdFpnBcvSFmJZ/grj","1-0:1.8.0",2023-09-01T00:00:00,2023-09-20T00:00:00
"ReTWYbpTHccAdVoRmQlrPhEXZInisNYj+jMULSo","'+tQGMQQRVNpHStATzLIZwiKIdJWoYCuuFZAKJoh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VuiPVhMRehUnMdVjLOSAuyMwrAbWtZ/+BQqVlSy","1-0:1.8.1",2023-09-01T00:00:00,2023-09-12T00:00:00
"TZGyfoRHe+QPpZPjGXrxnlYyPaYfIXzUJFkackh","ldZTYHxZPTVyfMYOtQKXBGhyWXIVtyqVoGSlWiH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","mAwZNRMXWdglISkkSFXFMX+RHPKIpBPUra/cUQJ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-19T00:00:00
"RsgIhafrhStdAQERhTYTyMzYbepiDwowDacJQpV","yJhELanxAYTIFjMRZ/UvXIRxjPkuqmQNvveIZsV","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","GNZJ+HWYlJjMfGMcTWEAYY/++QXPgftwTVVekXp","1-0:1.8.0",2023-09-01T00:00:00,2023-09-26T00:00:00
"YYVdFRQBdyHKgtixsWxtnFLSXpFmAwiMSUVgX/X","VYQb+KjiCgMCZwjQlLJG/KgUhsDJmIZUhhEUmQI","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vSaCVsZYDYrKQdfVUQXMvqOrhRjRQzD+XhGaiqX","1-1:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"GORqSUUVaWx/eYRdjMZZ+TSEeZZVVD+zPHrveSa","cSGDeqSqpIVSNUIyCQaMJUYWmJpBQMqzZKY/Gm/","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","KYjFuueItfYiiMXaGTiwhQqoTqRwGLRaTEywerq","1-0:1.8.0",2023-09-01T00:00:00,2023-09-12T00:00:00
"j+QnGVAjbQNMvBvFRFTFWNUJCLUDfYlCwjRoSvZ","rQlwUrhxWkhxiGRdQRUWiDBZBhEWJeGaEvRbwUn","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","nUXsUIluEEjfOTZzLxkgwcuVHVEVCScXSHXqaze","1-1:1.8.0",2023-09-01T00:00:00,2023-09-22T00:00:00
"zcwArrfVsWYFdwtZyJOtuaciCGgrRYshULq+qfd","FzclUEeIOgHXRcxUlREkXlLgrZENFVUrxzJxLZ+","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","AtZMUQYnduCLsxoO/YEgdmTstEr/ddCjOQyRwNI","1-1:1.8.0",2023-09-01T00:00:00,2023-09-15T00:00:00
"XTWcoFjyYbj/HfamRqHZnnvUpWwkcAnAHiBCJgi","UkpZZcsfsXpx/VJWZTwBQyWUSvzNmcnHDMHdTMU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cjslJU+ByAvlaJgnkWYXQpCrzWX+iSz+YEznLpF","1-1:1.8.0",2023-09-01T00:00:00,2023-09-08T00:00:00
"VvZ+VxBFmq/TqzbUVYmYrqQmWNWCQuRTzehVWXD","aLzgtQyWbckAkuVXXUCShCtXXQsWRyJWVlllICD","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cGsiUaVIJybmVv+n+aDvAYXOQbZ+nNREXuTvnTe","1-1:1.8.0",2023-09-01T00:00:00,2023-09-08T00:00:00
"SiJZKxPDnWYczFZtLZFWXSLXUmdoYWRAREPAhtI","kOUnZ+PdPXfFMbWEXgRZSlEeAuOVPXWOhWjWNza","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wL+nIAXiVaxSrVVOJhKWqkXzISvrdVfntgFliqn","1-1:1.8.0",2023-09-01T00:00:00,2023-09-08T00:00:00
"VmVHMDWXIwVNrHWDSLWnqonKhZQIp+udZUWYflQ","FeOBDvkkIcncwrwXTWHoGPziVVOmRktCfBcwRjr","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","jWGlqylzRdvBohfBeJFQZtlRqEt+sXWSYdtpGTD","1-1:1.8.1",2023-09-01T00:00:00,2023-09-08T00:00:00
"GwUXSRIAmZkVGdu/wCWOksTQVFApXHSvliYHTXq","FeOBDvkkIcncwrwXTWHoGPziVVOmRktCfBcwRjr","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XvgkOrzngvguBoQZTuxrV/KSSVDVlUZrAO+QSPT","1-1:1.8.2",2023-09-01T00:00:00,2023-09-08T00:00:00
"xKIUkmxTXTApVZhfVRyARqJxU/dQotvDQpKjwYA","NkSRdCImWIbBZWSxcGnfKZFULMBuUwLRAWEdWFX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","jOSopXQVlGchrdHPRdZHnmmszwgdUSceZObDWke","1-1:1.8.0",2023-09-01T00:00:00,2023-09-08T00:00:00
"RZKPyjZIdFHFsvWSCQHQgovrTWJvpnluzyV/Zf/","jqmuRfYvhSJmYawzRkRLCsWTSCNAcGablLeuRQd","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fpkxhgOhtVxxYXTcrImOu+wrnmQxFlOmqXgrDTr","1-1:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"r+DvKtYOOrXQhrPQHGFQ+QSWYzRPUnINVTGlJRg","AZgYSTRDySmYzEaVaVuVw/UzyhoTHWRoCClXCGV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YYRqVYJ+eNLuebjRxXSTvddZwHEWqstfVSMYaZA","1-1:1.8.0",2023-09-01T00:00:00,2023-09-19T00:00:00
"vKKjPUsDVStrNaeiShrZYDnvhzndNKoaTcIqWxj","rEqcRuKOdmJNSTbsTunEBRbnPLfSJSfRirFMQfZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","JGjqDGYXqyHsPfXwEvBGTQjylfwhUYYzonZjl/S","1-1:1.8.0",2023-09-01T00:00:00,2023-09-19T00:00:00
"pyAMGUXPduNdlrUvaupcHcPSsRVTsRXMXvNBrbk","CVZdRVkCnEQEWRIXyMvRJzCSihSRvkcqjmhxBtX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qHbbIZARVRfbVfTtxkGTRrRW/TVywBrYBxzRnZR","1-1:1.8.0",2023-09-01T00:00:00,2023-09-19T00:00:00
"tjbyzboc/fAAQRZtUxvUokjjl+k/ZFBjgrOSSov","YNVTCJqQRQTxUpdjhTREMYeHoOwCKSJpqIsVSTJ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qBDymMXRiXiKJx/TdhVStAhucvUmhIUmXXnXmCl","1-1:1.8.0",2023-09-01T00:00:00,2023-09-18T00:00:00
"VHhHWWUBCVC/W+/jbXfBD/LbweSUUVeVGZbUZ/b","YF/QGPDZrkNbKBRV/iWGzLDiLeSWZbnQriLwyxk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","/tzKpnvjRQM/MImpmrXzpeVmAYp/qsLlDixruOl","1-1:1.8.0",2023-09-01T00:00:00,2023-09-18T00:00:00
"mgnCRSKTjiUhuzWnvioCXQJPt+YZ/WXlNFSfHRX","HizP/nglWXiaeyshmVAQUQYt+GVdPQmYKWnN+dt","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","sKeSYSZDCSoHAJQXDyjexWgMVVGguzbvVCTOzrQ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-11T00:00:00
"XIZGyQp+WKlVmrKzOYwehZTASPhxK/DFicDZdTR","kJGaamJlvbbIpiMSrveAAtnbUTyVjXHIgFVbBrF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","JNYuRPrZjFrpRGLJQupftpVpE+PiQvkszYFcUMy","1-1:1.8.0",2023-09-01T00:00:00,2023-09-18T00:00:00
"jJbzZU+SzwxMgzIpFkaMvdWWyJrBZPGZFDbmuiV","XZK+JCXcdpXTRuWljKStcHTDTJnAIV/hx/ueFAQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XHXalVFxeQTWIsIDTEtJZOnTJBXUXPULjhPeFSq","1-1:1.8.0",2023-09-01T00:00:00,2023-09-18T00:00:00
"TyD+GjjXbWMURDobSTIWRjPWBYTgKet/SibbvQS","SemliYeTYvgSDtJOiRSL/TXJmVwLjMySW+sBToh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","jLgmXzbveVSRCQHiHKUWQBXEzTYXOYvWagiUIOg","1-1:1.8.0",2023-09-01T00:00:00,2023-09-18T00:00:00
"KsudceWBXjGsqGRtJiQDYThSbaZ+RkqraucxXxS","hdeWZxfoVxTTQUssxbUGPBqYXRclciQudfvRQnd","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","gIWI+eQLRvvTqbMQhaX+SXPEb/ZLPFXNZMuVLnT","1-1:1.8.0",2023-09-01T00:00:00,2023-09-20T00:00:00
"ZgfxJeTwTCJDE/OmicXMaZFr+XyjIelSWejXuQE","cnSawUVz+SkZe+fptbRTLoUVlmQXAopCiYOUTbx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ExVdSyUePYNVUkEBQBveQOiObeVZUW/kH/nsglJ","1-1:1.8.0",2023-09-01T00:00:00,2023-09-18T00:00:00
