Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"mPRzLiVWXGFZsUWFQWvpnBMJYLPFuUdwJY/OuIf","zYgNh+nDKvPUsIYjZTTEARYYX/sWvJpChoTKmGU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MEYlUeQoQTGEkEsKcqhUUWYBuVumyQyljocgbGV","1-1:1.8.0",2023-08-25T00:00:00,2023-09-12T00:00:00
"KfQWGTTrtdDVGMRr/zCrnrcfTJdlTNT/xQtoObS","r+QCCPwHUV+IVQPYryEiOuhURENfVgWVYqtIZGL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","HRUy/nUFUynojzeCgZf/vTpZWGpeZF+WhrvXnQb","1-1:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"k/RWSqXjCvXFaURmrTpXYPTTiOXWlRWrG+zHbld","EHN+etIVUSmZQB+hsVtSFoWrFhRUyOGAJzUVuRc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XpWEzrtxjPNZMXKCSERxrXQdVpPJqG+RTIaOWHi","1-0:1.8.2",2023-08-25T00:00:00,2023-08-30T00:00:00
"CVvObubojIMDBVtfSQJOYesueXDwGTUtAZbeRCV","INOjAWxa+rC+Y/OFeDRImCXQdTBMPO/oaOZbWUt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","eRpEBQuesolInUYKgVWMkrtHPgJrNECvzXFqfKA","1-1:1.8.0",2023-08-25T00:00:00,2023-09-12T00:00:00
"TuqPpkSVJLZWTXRkbYsUXVmsFqBRY+SZikYxRRi","FYsrUSmwLRuTnXNivKFLQQxQkeV+BBbIjVktUwj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EeEIyUjVZViRKUUUazekLOGkTIokPZHFmHDYijz","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"iAaSVwXhTTLoVryOYwOCTiLNqQwUSFzWXbSrSjx","WpVhWqXXlTBeAarPIRaqPCSOKoXYQYWVZLzHMIL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XI/ppOJUeggKftrVP/KtlVFASHSzcBoXzgHQSTg","1-0:1.8.2",2023-08-25T00:00:00,2023-09-11T00:00:00
"W/ACVMdEUVL+UUHGuPeoXJWAcJWWhFUtWTMPrpp","qVmXRWKUWgUPxTT+emMCkwRrRMCFaTMMYBY/gJi","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","boVZFekxOfVQZhUFuCMFMNgeNUhzAbYbTSCUWSU","1-1:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"UChBvuVYWdAQsqbWkeYiYvc+VcbzdALJWYmQL/e","CUNdTJRqBZluUEaeLTEcZrSWqetMQKbRtsl+OYO","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","KvNpsZWkvs+WWXevQrDwZwaiSGuFXGYWCqRRkW+","1-0:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"XlUwIvqTHejwW/NTeopUFUGVTWSS+thycRUAhUU","xLY//QHdBYUpUVmQVdVMxLMprZWgNvcPFsXbWBS","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","ggoeVlprRj/pcNhzWNdYXVHRhAQIWKwjDXIyqQM","1-1:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"izxfJIJmonVLV/eazkhowKLScqtwlXQAXkGPOks","rNUeQSHMHSUdQHYqa+ILbuEYYaexT/AbP+LfwGW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GMqWqhFplQyaWCYTVTYBxZWZVPnXLm/UZkfDRUS","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"wRMxaZLLQCjgXeQzetRjJEewHYZkQKgJmAbsSpU","vURVhdfXHUMOI+EJi/jKbUjBcVVFbYLsYSQlGBZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","FfRWdVudVanWJAIzjBDVkSTuWoxqYoSoTVOzJWF","1-0:1.8.2",2023-08-25T00:00:00,2023-09-11T00:00:00
"USAlEcZSWSTTtUtMEwVfdOSUUawQaUKCQrHfSGE","DaEEVR+vGmeXEFxgmoShRLndyocSwZtOGoVbVwd","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YAILKZTGFH/GXPjgLYV/ITVKcPGmpsXZQTGEhNZ","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"JrZaIUTAZf/hXUHHCZUKzuwRUpKXXRRTWjoWMuQ","XErWQYxMnMTtK/JtGhKZjDNUcJEcGlEtlZXSivF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VNTEXSW+wSoJZgcUWhYzSQcuKIRlARSOtqFDbSE","1-1:1.8.0",2023-08-25T00:00:00,2023-09-13T00:00:00
"NOcIvTSvDoYtjQaLdoshBJYxYYTTVHRjbHTYVRZ","dHHtVjXWUUXSzojPlIQOXPSRoDOkUyqPUQvbfNf","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VwYUkpUEsKPIYQrVtuvQVqYOVZrXvuiefIPNYfm","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"LlUQVicXNZYMqVzmxwLrtE+UUppfhiqdTkDWiSY","RhaYWZYBSJXysLKWTWEtTShXRUTsdZrWUMOXmIW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","gzjFpoFpDEWgQXyhvuOecXJrRUsHlCZBENpXVmP","1-0:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"CMZXSOkteUVrSrlPZFFplcmljIAPUPDScVvOBCM","HG+dUZxmEPYgDsqvZOXSmYgTiQZYRCVtViRQsND","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","KYsRhSRpYYljPFcjSeOURuJpsYiFpQmwKlmSGlI","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"mRmZsSXwR+unJLpLFvNQYVsoYUCSVLrnKZtMcpy","gtJtxxziuvJJxreSz/VVTQcYbhawWXbzDjSLkvq","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","BwhUhktrwkeTQyUWgTWvbQUxtXKhYF+xnHYkYBW","1-1:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"OxGbSKwXzioElHgqclDcnVRlQjocXskdTYllXxV","fNmBSVvoavvPfeeVGVGOTtjpgBxpscToQkqzVIj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MioljkUXKPjRujuRVFoBqzQzXxYpaBSSCNXg/PZ","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"KwTlCd/YaDGr/LTTgPUWXzAzoRuaUQXOnCUzyNS","ofublvywZEW/WEXvQIXpIeXQZmQBLqCChev//wk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OUXjieykwrfpcQkzLUzLNQVnnFuvEcfUUOqpKDb","1-1:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"HHKTnEMznxdsXCRqSCYwRnPfB/OTMkxuuxjxeJT","bJKTCqvWSguNiZCGANPAtYZWFmaOTrKMTDZVmtq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MQdPJFVMyXpaQYU+FKQYcVpQvynnVgtQwCVvXuD","1-0:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"jBYWadTcxmNxQhjTjWYPwBMUkWU+SvTMuslbVqU","IVSTfBmibXkHezXvyPzaRaBLWUbqoRrQyaCvIEc","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","tjqhXRvbUxlFaAhgXqMUbcGzESsBP/RITRTLWGm","1-0:1.8.0",2023-08-25T00:00:00,2023-11-29T00:00:00
"UXmcQVMhBoJLm+O/yCVCVATTdqGewP/thahaSMy","RinTbFXWJLGDOdV/BVKCMONaQWcSljRdcUSKqge","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","FVRcfVmWPEDZinRHdptIXnVdW/ZBwHmXHWgff/F","1-1:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"CoFHbbpBAIZkDnCVWbcTXub/qsirvDRcUicVAXr","ZDdTseEhRJgoxWlFeEodlKzxSAECIQTyKEVVAkl","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rY+WgekWQiYjawCWoEUESRkwEUUwGPJgTfOTJCp","1-1:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"gOpxjZNZY/YAEChVJbQSXmdFIQOPWtFnSmjSYBH","ScUOXKYKRovAmTXPkaSxZSjkxhsvseNmZkuiLYV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","BQOkhVspdkkLpCMFEkGukHsAgXboqmklIckwAGM","1-1:1.8.1",2023-08-25T00:00:00,2023-09-05T00:00:00
"tTyTMMMjCKEZqwgfMfeiZQbjTeQrcQWkHUaOMWy","EpRSnBPjolRKvsGKURSGyQnaVrVUmMYCzsGgTtp","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WUMIMbRZryDRZUihzEVAWWDUeVEYbHUZwSdGGQz","1-1:1.8.0",2023-08-25T00:00:00,2023-09-20T00:00:00
"pWGTECCGRrFmUfreIsXpCehEXToWZUyfpDrDKWE","TATABQojSpRzAugKTZJoeRE/VXDmTBAzeU/FvmU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TaXUpSjQxeVThAeZjrdvEB+TUNkwqBpvBfXKNer","1-0:1.8.1",2023-08-25T00:00:00,2023-09-06T00:00:00
"mRZQThUdTQyMawRO/SvVR/UVzMDMUIVCBprSpIN","RRKdRRZYA+VGULpUWoaMfSYfBDZ/zSRWOUtu+iV","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","jruYiCTwXGsd/XsoWZSOxYWleooBXTkWhtkhpfY","1-1:1.8.0",2023-08-25T00:00:00,2025-09-04T00:00:00
"daqbYBdgmFESFKEtKw+TQceVZPVHEPdbdQCnSWV","xwBQGebYeCnGpRSH+zS/kIXDRLxfJkJW+NosDMO","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","egLzCbXOsoYaEaiPigGShw+UGQoZLTQmJEHDeXD","1-0:1.8.0",2023-08-25T00:00:00,2023-09-07T00:00:00
"FkitTWRqSGyZYZKJrjmXpkhQgYytRqVxcxScUso","KEphAfSQ/HNRjfpWYDPaCqmLYHTTBQMrInbtlHS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EUK+diGGGTR+HUdBzpRRqxkVhLoeKVJQUfX/OsQ","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"YCZ/+ZqF/LZtxMO/aIcvUbJBUTeF/mzMXYUPQSU","EHsIRXVcxUrHWWZlWdXCTwdXZdLwemYKWnAoaiR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","/XQaKb/ESZZwAIzDTy+uVgZZtYVZLZaaXmbZXmT","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"rK/bXtukEhNcA/HBKWsQJVvHuyMKIj/LHlhdNwT","'+S+wXGlLPZEVLCOTfgeZyRkYCdnZhFMnVYVfUll","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LlbTcYxR+QtITZxWMTeKGZWfOxhTLpsphBXjgny","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"xofZXEEgaUVNpmYyMTq+fwRSGxtiFInBJDXarpK","RlWSTzjjIWCEXqXkQKQJflQEDDqZPeSoMncQUNm","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MtGRrhfKYQR++XUKOkuOuvQnwpwFBMXvXbFJmDF","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"RzSCHkZuBQZYhrmiMSPQBcZmUokWGOSJnQUsTWT","kJfTZcPzVVOVeTWkGMULVTTUxhLdl/iYPSqYNIQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mgaYaxSxkHXXweQ/pwTzGYSTUQ/UZ/YJCxeivWG","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"MBamRopSejSdZJiyEJMJVnYtYhmBXuWDenYpiTb","crRVQBSj+PvxOdaWWRRQrIpXBkwkhPhbgPcTuIg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BUOhWXIQFSXayRRiQoZJcVTjVcscXrZYSuXBspS","1-0:1.8.2",2023-08-25T00:00:00,2023-09-06T00:00:00
"gUlVMko/JqjUlLVGGdXsZMdbOJmlTfm/hwAYhOU","'+cKvTYRUPNXTTUS/lrKNXTCRgSaVq/NIHyF+uMZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QOwXvZYQVWtEE+VUoUWoadolDwqORGXOKvVfiDI","1-1:1.8.0",2023-08-25T00:00:00,2023-09-11T00:00:00
"v+XlTTNOXRYWqJYYMarSsyIJgfLOgT/OAnNMaES","JT+LCDUQjEvVusZza/VYTkEJXIjysyXFXuVZSlY","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EJzTqslxhZSNBjRlAafNXGOQxXXSjXQyPrxDQzY","1-1:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"TxIUtfNQeSAeHOTFOmtZbAcVIzxTTfknfRrJXth","XZSlHxwoYKWSXTqLCwoLozHFp/COKUNAnOrSW+d","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+dATTnlVeEQ+VIeTlkwzQRMtPjrVzPlYTOHtVXQ","1-0:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"rHCTAFiQUUDSzzGDRjcOaYHOIxiXQogWmLYcDGa","HTocFbUFWGoXAzpYBGTTaUfUYqMFQbXDN+KYYSF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YQkvLSOoIJ/kgrjDYilQBeMiAloXXymVNSYbCaU","1-0:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"CQCYWXBLALkPYclXYTTVwdYSSoQCOwJAEYTYnIG","OkvBwBZQTceaWSKViDGJYefQLkMabVRYwwqZm/y","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","kldJCDWRRHnxRysYvgT+++ejjVmOPOSTeKBwwtP","1-0:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"oHRRdwSaXLNs/AAUoKTItVPoAlyDazYinVHgVcp","NQeJQDiARIykpCWIAWVNnbbYQUZVdQfDqPIqrKM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","iswvhid/UbqFy+nnMVwtCSWsNwRubUSeRnYbnZH","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"PXDyhEkioFWNVvZIRNWZrqmQIFVXB/LZloqpaAX","YlQZYOSWjzaVPxSyugxVRyISzdsbCtxTVqnPzjF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","aJcmUvOWaPTjJbGphnKHEqREEVqJXhvkY+jiYLH","1-0:1.8.0",2023-08-25T00:00:00,2023-09-12T00:00:00
"WIZqYINgyXZVvKYEIUpaRdxfQYRZSuSClISKBvy","ufYZxQSHMa//FPWSmOxKVXWfvZcKzWMkaVd/P/T","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","JczQXXeWYQQumLGfhkNDHMaWnHwDIZqRcXigZsW","1-0:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"AChXCxU+MpWFUdDhlSYNEOTghzQlknEfeqYTmYX","QzbSoNGyRbf+rMcXZdZQNAoWiXcASBFQjKPVbWe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","HWTqxUdjswRLCpV+UkOaXRSEJczSSKzUiFJEXeS","1-1:1.8.0",2023-08-25T00:00:00,2023-09-08T00:00:00
"kG/cqWbfSpOJDkdyVLCyXURlYebje/E+TRoPSAY","P/TZC+gwUY++GUzfsOOhhrXXVSTmK/d+nUyvpMq","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","LchAwhLSoVBRUivujUvnqHZFPZYhSRu/zZmpYta","1-1:1.8.0",2023-08-25T00:00:00,2023-09-18T00:00:00
"WlSldrPfgZBIPduoorMbKnIdWTUKNnkrNVQkmNJ","JUXtZZkXnDXdlZSKn+FhmfJzVWMJURYj+uTvgmV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TfJclJBUWQAQ/XXCpbDkaZRVVdTipjOlNoGGqrR","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"INtJWOnmZjQRTPmWdgKIrHvajtkXHZEqhyTgeTQ","GtYzoWu+sBgYzU/kGBZnuWISByiSYWiqENTHHvb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","sgPqlSSgyhdXkUSixhGUrUZZoizmYkpxW+TcYhj","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"/MUdLBQcUoUmbAIZtZ+JoWmS+QACZCuSOQHXYfO","DxDOpTtRuCImEpMXFBIYVWUyqvPbSzZw+WYYkSa","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vfEuriSURr+VVyz+PIzaITCphVAdgdbHMSSzVlz","1-1:1.8.0",2023-08-25T00:00:00,2023-09-12T00:00:00
"IDWUfMFJUxnRkHYSiggoKKkIZqeWtcwQGZoqVUs","slWMc+QTZrbfYaxvVNFaQsfVHRsNXu/khITWbSh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SFqZgVHWX/loQgTPTifYowBrxnLeYNcGwxDAXpz","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"bUvqxIVZuSzOyfWRcQUKdjzcjeRbpTYVMiVuHXk","ZXTiVgRJeXqQyrZwXGlhUx+uUNQUWJJSSgJhsPz","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YaxzhwZimZZQQBeSWyXMrWZvZkHgcVJXxE/BVcV","1-1:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"VKHVGW+HzWRIxMXIWYcaVPXYeFeUVtzQHVBlkNz","PJvyaKYlOQT/TDTBZkvyJdEKTTnIDIQDRKqfRKI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mVVXFQauNRltNgZHWnVwUTpZdlzyFNsjEZybSVM","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"pRvRpoKMTAWbWxAOZXNWWPcIbKbVVzoXcuolQYK","HRsOjuOkjhSplDXYF+FrfiBVkTaoKWSVSD/uohW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bQHVLq+nYiuJTXIRqkakxUYyPZCFlVmZKTNsc/Y","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"BPfBcbZku+fXMXYAYOUGBWQkYSYAiQLSdgpYs+c","UBhTWX+USQCvyIMhxPSAVydhzoedQrYarqtHyun","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","nYBWWkOTZ+uyf+SCjBqSRiJHLPVYhLTQrpVnoEe","1-0:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"XUDOFIBXoDOG+USFVvSTRFKtNMGCEcZIOtliSZC","VuFJaVcVRtsYuWKYPshLHVitQkTOLMFWEZlZk/O","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WUTmJVGzbQA/kZgWiqJP+eOgZQpsWZWRxRnqFWw","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"vCVCzuHjjODuWpKPQkd/JGbSlMDXQXZMgaMHXw+","XgqimQtJFHibqbpnjikJrvXdTlQYyulW/sfoFOj","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","KqNIyg+UqNJvIxHjiHylfcHQaKvEGMnYcSlhlwD","1-0:1.8.0",2023-08-25T00:00:00,2024-09-12T00:00:00
"F/ShUmXFYXxCLQARLYRSkWMnrdZJkXAbgQlFRMP","URQbFdJWZYOvuIMozFkyTnKHnXWIHxIbZJYRSSP","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","EXVgjWA+HEvWgYqYZZVlAZjZuBfc/uaZXTUdVXr","1-0:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"ZYW/oKRSREUugCSATBIXHpZOmiKUGR+EQSiSirF","/PaWqBzIUzLe/ikCIUfVoShKYVbDJg+lSwsBOeW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","DUucrNfUPtRPSyZbO/schefRUy+DulieDQcLdUv","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"OECy+RkJJuxJucaOCkXRIZdlxKkPaQGYiZzAffP","fqzY/rcOAKXSIjpTBXOZjTLZRDBTHUmhLZD/HND","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZmYFVYEWPZTLjTRyJLutATvu+QwNnc/Ej+SUdTP","1-0:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"JZodmskSLkmVVrziWITRTnRtoXQpeWEUaSSWdVR","uRkXMJVjWjZOQYsJaXYGcsrUtVnUZNQTDzXPUXH","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","YmjOUoBDQwWxRTO/oDRuVeGvHxqBFjPW+DTfXcP","1-0:1.8.2",2023-08-25T00:00:00,2025-09-26T00:00:00
"mHeRSKyTVzrfkjnTisdc/nWXhnWuKKRUPuXwnRz","indHjVnBlSDPJRJWwRMYYEZwt/zEODxTSTtSQ/p","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","NkUfwQZtWtShhQQWrbprmoHnTSnDVzoWBZjYNeX","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"ITMaZUYaSrpZVKcKVYShf/BPZwACeRYthTZRMUd","SCFCmWcHuWijrpsQplVWZqYBJdTfMchHJSPZzyF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cFWUhtxejWPQkUiiVgpoRdf+SGaEEowhiruqDBB","1-0:1.8.2",2023-08-25T00:00:00,2023-09-05T00:00:00
"/ZKWD+i/sXyUnLTYTNDaFLWBSqREyaQWkMjeFGR","TVrDpVXtvqvNW+BBJCyRYCCrhT/duWUpWxQRlqS","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","RSVOtbVMVcAvJX+YnjbqEWxK+ZrLECoOzniWVrB","1-1:1.8.2",2023-08-25T00:00:00,2024-09-12T00:00:00
"'+iiKgBVwcAVQe+SLhfTEpVnxnZypUBepahIeetQ","eMIEjapaBbmaS/kbrHv+kkhq+WifZW/FjjaGSYZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","pZUWhSNLRDWHfQHTXFWBRYQLaqNIjKY/RVSVRYA","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"/sAVUFsFLLqTYThbHmgTJYaLI+dxWJSiJEKRXZW","TQqTtgWaYQQb+RjPZYPuORuGtSeAgGUVdUcHToE","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ktnETTbLoHcwgiRJn/smXCNDsmVwUTTaXU+YBXF","1-0:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"mAl+v+YwraJUYmTaeFXgtuQtkYCtoYhSVQVSDlv","MKuQESUfWxgesMoz/cVluMknpdxKnYgzMDZLySl","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jGATqPd//VBOBoWuNZAK/Ak+agiXUYYUcViyQlj","1-1:1.8.1",2023-08-25T00:00:00,2023-09-11T00:00:00
"aGSyXQoWAnDzdPTiDfWhYkvQWvxpGTj/PzRpSyl","QxgYcrQWpgXiVuD/PKFnOqqGZLNYBQSNYzaNXiE","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","bbnQSVAkUEnHXqm/vrUioJWabXDoZ/uVCKHfYEs","1-1:1.8.0",2023-08-25T00:00:00,2025-11-28T00:00:00
"apXwYKgNTryhvUeMUkdrYesocyVMZlBvRxRxszf","TgiQsrrqSuB/XPSxFHRrTvAnwfUYDlcQBYEqKxp","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VPsNKpwkLPZoNcZUKiUjMibTbnBppVOUItQwJCE","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"TbgqTcYpitUXVhUNJXrQuOoZHIkXkPEGZtYs+oI","jfR/ngK/QWfUHbWvBOklXsDAzKBrgJXHkKoMgNX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","zQyWmQxVUvvYUBUWCTGQSkKhTXObUYPbrUESJcK","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"pTSJki+yKHIi/VstZquVWjhwmuhVEYFgahcvLOg","FvSTMPJxVYQWYacPXDOuFh+SivannlClVsXJVSZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SdZCUxVgPbEBe+TKXRfnSC+VS+VRHyaitNDjGln","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"WzbkPBTFsuYjXTZfRMckdSYnLaqCRIJlFegLCZt","SCaBdJwoYUYwwVpYXqfiPAUQTtmuAuNhSSacsxx","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SxwZh+xJbHVeHkmNZpZULVPdoFWsoZDDWBBjA+W","1-0:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"SxTjlLcTWDSzdULZpaoIXZovWanBdyFLXCWwVBh","qDAhYoxvCFRXMXcaQjADaxNEgrmaZEImTVTYxLe","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vPJSEUfchqR/hllSPjrILoRNChTTCbLXZOgZSSD","1-1:1.8.0",2023-08-25T00:00:00,2023-09-06T00:00:00
"oVrAgjUlkWWUYKKRhVgjkvN/TzkaLC/j+eHoISX","'+RUIaCKVEVRYSpQPYapRYjQRRanYdgXVgzzkRbH","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","lZVESVOjn+bLxnkfjuPamSoeXKkBTznNZCTNGnE","1-1:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"RVCGVkQ+PhhHnBbOYplUXTZYqYbvmCqQH+MRCxo","duYxVWkdfSNXfHALPBZzWGIUabXFaQetKXmNDaI","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","faaNrvdNIptJBTsdAGBcFXoxPQykSvZouXEfHdQ","1-1:1.8.0",2023-08-25T00:00:00,2023-09-01T00:00:00
"IkrOYVWsToerPVKpAGhiXQ/xbdHkFM/WfaVKnHS","YILedZZTTwzCYWXrwXEXBGgVfmSLeBqjt/GMPTG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","S+k+tXkSZoydZwZWEqESEjGYxgomtaCBxrTibJW","1-1:1.8.0",2023-08-25T00:00:00,2023-09-05T00:00:00
"RUcVoUSTM+CQKaaFAUcaUqHvpCQeDpbk+HYtiXv","HBSVahTfGlzUeT+VVfsyRMbAzyGxEaVyCiGLRVX","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","zL/AyczGretJazLYwbGJtXqnGXYGeggpcVGgqaQ","1-0:1.8.0",2023-08-25T00:00:00,2023-09-21T00:00:00
"yrxXZRTXV+MUMkglsFWTLOrZWLfRfvgoLEKyRQI","bMXSQVzCCSSYmjBlMZzBLMKTWWGWJWRjRdxnWzN","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZKSIfZBMoGnGwDNZdDsV/xYVHSwGVTiQQSizcZq","1-1:1.8.0",2023-08-25T00:00:00,2023-09-07T00:00:00
