Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"fvHXmcVDdBkjT/XgdhrFWPgGrgZFOWROYVTprVb","wRCHfQLAwkQyTwVRMxJshmVFxRslZtZVRQSBscm","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450480"
"olPAJWXSTeNVqiMGXxSmSbDaxYOYQjQwQimMISY","qMBhlQZotiluHXXfOXTFWhuySylWmwukODOEkdR","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450483"
"wBVHboQSc/hcUWSbTnTTKcUZvCU/IVFTzKtVgEY","WUK/Uj/RUvLFfSGKYfbjXNHRKmxEzZSYWbxXgPA","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450487"
"xSxAoiDZjvwYz/UQNKpT/pURFZFjTmtZOWSSgeo","gDlsNROzwrUoVOVdBHoTBFIcQURXKjTdKSHRGjk","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450489"
"EXplaGPeQVRUUSlgZBRWxzFUbeSMACUJILyTlej","hXUAqACBQAPjGoYnKovXNmkEZshUIdMicR/yNgT","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450491"
"OVYXQAwJTSqotvOWQbYknWxgqQJVTvpLSC+oL/R","Buef/XjgHvARpYYvYQQDizTtNJanWffWdWWXGRF","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450493"
"nV/sMpBhpjBLORMXmaNU/RuEHyADPxzvSJVYUo/","lR//qWDxBNJcnjQfaRCXnzU+WSSBtiwUCSKzOOA","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450494"
"BTF/BbZkAkQbOVXzVgxVcaWGiG+fLWXUTgtCXDG","uLGIlEQOZUgXMQaStpLXXNKXL+NpQdUYuRARTaR","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450495"
"WGKYKYndX/mOiriwRRZbuPZEDhzWAyfpBVJQfKr","BidHISUkRBjMTXwixlyURMGsSclwcJnQjtWSDQS","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450498"
"XJjoBTYjVS+SklQWNbuslEOBOVWzQqyfhYljXID","EFfBBRnv+WPK+npkAqzoZKY/MjcvdCAbyQQkOlr","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450499"
"VNVzptDbVSnfJXShZVwXUfWZpmnCvlFHBGvGygk","eZDlpqIWDbrFTPRbjItPUvvoihkuLBlMqazXRnF","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450500"
"xMMN+SAqUJrSGPbXwAtVnXclahsCDBPOoaARuum","jRUWotRcAViFJdW+yejabqxUfbkia/YbsPZVapB","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450501"
"TNhNaUXSjCZEhuOre+ydRwSsYDrjjvRxkpYQXnL","eSOudSFcVOahsRZWZKSRRrBuFioXqnvNuQxdYzV","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450504"
"YcuQmYZghLBHkFIAZSU/KAnRS+vNQPuKjHBbUwh","TnzUbYrQTEXbDqMKOUnKaD+SGHNYiHeFKRVH+Uc","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450505"
"KApUMYdzXuRJUjSaThcnrKRXPQBBLUbKpccUGxe","QVxXWu+ZYQdRKYvGWiVVudpicdEecTFWDWGkOAB","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450506"
"pOoyhErwTgPVbcHSmFUyvXRIjckoWiltrhZCxhZ","SPniq/pX+SZGSXPdsljqTRxURpyJbvySDHibdmW","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450507"
"UTyWQeZqrYrSJAoQabXJhBHuXJRVWlKZbWJsWnk","'+WpvlxLDWZJsfxkVaytjVIvFTRScBOkDdISRDjO","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450511"
"eIVXYUSZczNSLazkclZqYUlVPvjPtxMQhNVCCch","hlTtIwwZTqzVWPuXj/DzjLnkhHxSgyETXvd/ZZX","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450515"
"MTQKwQxsbDYRYGFkEIhQPrYflCZBUfGdBuqzz+I","vIIVJNhBVVEajpQVzowxCEGKZHrScHRYT/yCbDI","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450522"
"GuATCYnDodHOWniImbsmwbUAMAivRhWAFvxJtzV","MwXeYTkSlSJrhOgTRfGMXWfxG/YfCJjaWbYFuTv","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450526"
"YwXDThbjRulGekCaa/HGSvVqOPfVSs/mrVWVSfZ","DQdRgbySmvGKPlxR/kwbhZsOXpiisJXrUgaWjAc","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450527"
"eeTWvaFyNMHUXnkfrQkKeVnNELkUmqTeWYZgOrZ","WgZdSGkXZgTPpfVqlsDFzLQRzczjRqJDlpFeYHq","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450529"
"WNsSWIIegZHWYVIkPEAsHdqOqjGWTvvXmN/dleq","unSEJgUBRPSQAT/NcnRpgfg+CKYUZEVJJcVCNFY","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450530"
"lsXzX+qXDUVySspIFiqGSstrnzmqeJvejRXREaa","SrEDqyHgUTSFuATlgtPCNqgwuxUljujQvqYpifZ","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450531"
"JYJUCxMXcCZSY/anlGvkfFdigxsnenMdsSXTppE","SQ/nfUnQDUZihNb/+oxQsfZXSDVlCTXdRvrNW/t","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450532"
"uwYuGVgEJrjlFVUgw/EhuvVdAyQOnkDxxUMkXhM","OYZujcz/ZAxWUWnNJLQmSJKck+EyGRnYiSWXyU+","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450533"
"O+TpFCXXYEvQcXToZnzEjnfwfzSpxUqmUoXChkA","cNIBHRquZJfuToiNUOlFii/HyxQSBUcIotWSIKN","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450534"
"RXbZSwJprXcWYqA/WWrjFfsRpgoVnMuQheiScTZ","lUZnl/zKZYyFoqNVvAgWGZeMvYfKKFECVjjVGmz","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450535"
"sLgbHIZxZNVY+QXsBqWKyEsAunUeZ+QybUqYXUU","KOFOTTbvh/hkUTQP///jlgYSZjxXWUepXmnZLtd","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450537"
"DjWVWNDogEPMELYERAbYOTXlDoxSDQDUKBCAAQP","lNeQKRJtYis+mxdnTymSSIEawBHTaYMUZhRljXy","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450538"
"iDHgXSTFYDHDmYMREGVXe/UXRcIBRcTvVdxllWY","CWOLbXF+tZXHTwWQnUmSPURBiATg+ENlxXgBZDp","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450539"
"YTSM/AwNHueNSdccGE+kYxwWbJVvlHbZmSTnHgS","AvJIsaZhCEfWQERCIQ+TQDZiYRDWTqQRLcgpRRr","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450541"
"jNzguTJH/FKzLawYSxnWUnYerKhwTTuyepHaBAi","VyOXSPyVIShZyTBQoVWUuClENfEEvI+rzTfUSgY","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450543"
"Oz/XGGhRLiYOmZphYBbGQuYaPoZBAIRHQDabhkw","WLDdqXnWZgYDpUrQEFlTrDUVRjYUXXDYXLbWnNO","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450544"
"ndWDCFMpmGTzU/cuVhPTXuOYvDOQADMKARZdFgh","ycxJby/IAkcPxMfKPMRpUDXTSEPPrTQGGLV/eBE","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450545"
"UKsHjnTSOxqJEWqWXhujnLPBhIVP/VDCKJDqfUg","ycxJby/IAkcPxMfKPMRpUDXTSEPPrTQGGLV/eBE","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450546"
"gXHhyIilOJreQTX/FJvG+wUEgAJtOnVTAbwWWBj","xSFNxHGIYWHmixUaGXabVCbBhUZXoglZHUhEVxX","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450547"
"SWTUaUmIJEREDJVxlPtzblYRzvpZQOhY+Qn+ltU","xSFNxHGIYWHmixUaGXabVCbBhUZXoglZHUhEVxX","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450548"
"ZzWunNukgUDJYHETjZTmAQtbIYEqwWGsoLmtPdB","FXScY+EVnyFUMRxlnUGBWzmvPwyteAg/nV+ErJj","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450549"
"ik//VeHBMueVxevOyXSofwtRQjFvkzXNgYJFyrB","UY/ckXryDOgQUcTiyTaXCReJhFvWLUQVwZpWXWf","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450552"
"OZUTNGLSqPIvVUBzOQLcWxAaaVaSenZyURMagWu","XgdWRl/PKTgKBwcMXPTLZEUxBFu+EXoOeupuJTV","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450558"
"QZVNvQwQErMBSFJYqDtGXVSNXuXvGgPZBiRhjHV","pGcdoSSzDKUFdYuefFnZBEWAXWUndApEPeEjEPl","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450566"
"qXpAvQxTlALR+ECAFZakWGnYmRWWiFFq+xepTcU","fHUZdsvONEKbWYWDVYRiTsR/JeLfjTjIHZK/HoZ","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450567"
"AMYHWTQXirTYAOHrRrpBQXbcmWTDJXre+nlnLIe","eDfgpcqSTsRKeIYRQHSBgxJtKRUeGVqPXPtUxIR","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450568"
"ZdkFVZZXTIXuR/NFv+UeWARZChQr+sWqqHXNZ/F","rQVVoXKPFoxQpPPQR+YfEf/t/auXncGYkXQgcGb","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450569"
"Y+WsOMVDCUgBlOoTxjOzKAfQWcVVpWojCVZeqia","TfRIuXQUoCjDNDxXaMWYU+JpNjLZfARBbZIXQTb","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450570"
"ZRZRWdRYpyWkGWXfbtxFBOVzeUYmZBJnSaRBSWj","nXyOEvYeRmRqEdKIJRUb/QXWinYhrWXtVRIhZmO","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450573"
"cdHhTVHJWgwA/VQbTxbD+RVOvnXSleBccYNSYPe","vLFlEmZjsYZwwZTWGQ+UuIqTlQRtZxTreTkPGvW","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450576"
"wtZsurRwQvQyUIRdfDQggeDCTIUbSMrEjnZpeGO","vUllXcB+TVlUnqXQBYlVLZbHLbPUueQZKvynXRK","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450577"
"ZTXdEYFLdQljfidGwgHtdMTMPDbqwkXTqQHtXxl","fGjmVWGBWkcIXzCEMxJwpIOLQYUWUpWqLEVZFqF","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450578"
"nSOhLMRRRKIQQtqxoaSEqCYabnTUeJpYFiMWVkF","jQQpSlTOJKftYLDOwRiAYLiyf/aBVOeMYTMXzYT","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450579"
"kUSUivLgRMGnIYYQisYILPTSOQoLKVzuYYsruJq","quXa+GQCbMveRVDYRmpZnQZLnBDfVWbhKZEOFUe","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450582"
"HKYuRtGFlqcAgXlep/JaUM+djSeeXlgOJZdyTwV","gWOvvTUWJVwcIcQ+KHAhoFBRiUQxoxqZptUaqqR","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450586"
"FxKUlnyRMSOLFgTnQVGMQ+MwQEjNMPXVSCUgouk","DTuDUZZUGgnnEkTvccmaUSbtSjrjvCQTTPFUaSo","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450588"
"eUZMZibEkByKhxqlSXTHiXYkjiWKYENWZkBYdBq","fhx/rZtuoioIqgyzTVVUGY/mqYUVTGaZSBVRFzs","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450590"
"uaPQ/eSpoK/CBQuJsQVgpMUYNeSthZmmdxdQNTY","GKdpnGPzSFyczHhmtsmnZqJIrRyWny/+TNmcuUp","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450596"
"XSmOYpIBGSBUIFSWRkavLGwTrdPLlBOOHPIPEOi","GKdpnGPzSFyczHhmtsmnZqJIrRyWny/+TNmcuUp","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450597"
"U+lrlrrqztwBBMYEZP+hhkaNoYZYcstKehsUDWQ","CgRQVeCJukGwAWbnIHTYbyoXBYGfZaGbXYTvjgM","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450598"
"EoDWraGRTTgZbqZVZvUYbOAKqxHDCHaZCVeWQvz","sCRZJViJFIlKosVnJedvUDtUQZnPpQMLVSIIVMr","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450599"
"TVRKNlBbNOncfMtJUkWopeLobYGXifcSPf/mLRJ","YrTnGeBNoZRZDppetoTSa+yM+oeTFROZRjihcNO","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450603"
"/EQVmSfgSWoWQZBYdLXRjOrqZdHPTUwMDJtRfWj","bnLzaUsT//s/ZWmreQPXTPbhdeWPi+jglZZsjJV","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450606"
"YTlpmPnYhLRHXjS/YvFuzXYXQbEZfRTLnvTcuTY","pExprVenYhDcWhT/SLZQtuydlPwXEF+QgRGBWCN","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450607"
"QUAgqZ+/TpghT/LpjiyRqtqTYKebKjAX+cUXwDd","oQVUID+GxCkDPBYBOiIEIYNGYOGSOMaZucXAOBa","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450608"
"WnhVXVqlRhsKmQfyQXiLAQafVTmduAZVV/SIntC","KVe/uonGPJCPVfjQTSMvZKVzKdtWCZDXSvkr/Rj","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450612"
"FNoSN+TUkgCA/KdZSvOMtXHwTNzoXHQNBonnpVJ","FIbV/miQvpjeSsLhOpsfYdpUTSSurpMKLropHNB","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450615"
"xRarifwSTUbyTEXxOVpylLvbObABSGnxNUzYihi","uDhNQGkFZyG+WQCJiuRCzulVbSclqAyYbqeNkCc","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450616"
"VvHAIKPUWwWQrGBbOELAFXQBZcVRiSSHFAB/MwE","QnRSedUxLmrvRxKSqPFNiEeIoaUKOTrVtqrhRKf","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450617"
"OFAzvh/DfCuCDfUpQTWgTxyHoZiEaBLZOHFzxZb","RHRtfkQXtetYgJhBHQhIipqUgkQlVuklTYojTBe","01","Turnusablesung",2024-09-23T00:00:00,"J09D4011","00000000000009450618"
"IUsmkZcGykZyhXNdVGumcNNXQvjYbEiVVTDYhWD","VdWSTTtmdWtpzzyXlwnhIWgjalDeXXUdTqyjxI/","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726940"
"TttuUFgWswiE/hdTpoTVBCKyattnQTGgddLR/Vp","TMtJRlPDjJ/F+xcWJSSrYRCQZBSqiLyVoFZFjQM","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726946"
"uUVvGmVjeTGguauXJXhpecqAZjlFmhr/YEYUUUA","NSTDWjj/GmbyTYbmGSQjBWSMQskNWWjmRuMWijB","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726957"
"gInSqSWRPbfEWvcWJ/UpnVZOZTnNeSIYXmhTTpb","nbjsxSTJ+hHq+SVXlshjHDC/ByZOyTSQtQAwkqV","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726965"
"MMmBTVOqUkdIoTTWnbdoSFDZHnHTjq/RfLwVGvB","HdeMZYUQUoSoYuRAJdAmUwucoUwKye/wcffstCR","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726974"
"wjBWWEXQShMJitFxRVIRBgOQNKcKJyIHENZjJ+X","dSPBTFpgclFJNuROSZYNSNAYAPkjsPrycdHxSXU","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726991"
"jAWvJMvHfECnugGfqeqrjYmYQWhILOTXWsBZIWV","ZQdJp+pJgWM/bgXXAcXhtVwhVBJWSYtCjleDnZj","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727007"
"POvaDApCYabXpouOZZN/NQjtSWRlbRYRSuEIQav","WUVXLZTrfkRgeqfeFWIRtZUTXZigswJYOQRntNa","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727015"
"CUyCTxaCdnwOVQzPmVF+SWiTZHBAOZjviQsKRhX","hQUtYCQiUEMasqLTiSZrnoIYMKMVTSmXBGaHCWv","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727037"
"iXpFYCdxgkHKTScjXssvw/VQWvvDHFZGNSlaJFN","OFuEHaGqKiZDWwgXXbUjVhPUXZuVhYGJauTrS/O","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727055"
"NJAQYlkOCr/QOSNgsYHsRivTYFqYUXZERnINiQK","UDmWJUwtPxV+PCVFWk/YmqIQalXRFUjkcRXcGvQ","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727086"
"UmHlwcXQzzWYGINYPvPerhSdJcBzqjoiagWHATv","MAXTUeXXKRxaQ/mSQTCNgPvoRZxiTUEVQkUeTC/","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727101"
"qdGXFMzSxKirVGPFYTtPmKPztV/IpBVUrXL+Cgk","MAXTUeXXKRxaQ/mSQTCNgPvoRZxiTUEVQkUeTC/","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727102"
"'+FWnmYXVmVLlTIRUYKXSCqhSvLmLCoCk//VKIfj","/tEYhNSasUyHMNzWWcQfXPnfSuaUkQBisRuYkVj","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727119"
"tDDIUOQdHNnNAT+tEjNpPYXXutLweUDUDCfvP/k","fYlNnukeBDRrqkzUrYHOWWZqkJrUTPvTjNzKfVB","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727138"
"scZeMOJWHTQdCLZk/xpYFQRPIfbVVnM/ojBuket","llLMJjgQZuPajxvqxCgaTWTlOrlRJuTnXxRGpqS","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727148"
"BCTXRtIJQQkyCcypz+fMqyZSWZ+INux/SRsSSjV","ahNDYWCwTEBXivfKucVTTZaNnSPRYxAXBurJUWP","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727159"
"uVUomEQiCWsrCSvmqwATHB/icZrJgOOOITGLSdK","MCIvIUSAstfJQ+iUpxpwUWbPUIQ/LiCdZemXORH","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727577"
"VRGZvAMaUkWRSTzeGInWWSZPgeWZtzRhsTnJBAW","CTpzRGPQCVpMp/JSmYWBWDaUksGaYqzskHRcfRj","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727598"
"oWXzcXAOcbgFQLAsQUEJplhYERCOVdKNpitviAc","eLDPGTSuWDKLJMiPlWZzNYHU+STTKNm/hpgBf+j","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727630"
"SSUSewaIdS/TnjbYZnSxUwnTezCcrQRkQBcTOEV","rEmhUxAGNjnvYpAim+UWQnsUVLeyuqKsRvtXkQN","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727650"
"WRSlVjSsAOVYUjPcuYaPUIrrWOXVHtUzLHrMKNW","ROuoQNulRORPyjYrUtTSRMYkjHXgZTnGXuJZyVR","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727651"
"tckEvYQBoEgvKAOXcykgNZPFMcxHnLEUEiyELZh","mCCUyYTguJOix+dlLy/ICVQXtoHZzRMurwySgSQ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727654"
"TpZMDVvLfNuk/BrbAsbWzZwSJqbChYSwzVSLJKZ","NShoNAzHbnYHHo/UpRhwQOXJIkQuhcNpmpFlbeV","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727657"
"ImyDYsoG/uUQTYeRX/XQTmHdtvfQxYllBDLdVZD","fGLBdnwUaAWcWrVOPKVbUVOSHGJOWC/cZoCSZTp","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727768"
"xIGlIFYRSYmlOzwKIEDYSiJCcuZZdImmcRHuscO","iDeQQvMdTOdDVgSClIP+QcyyKQegGNWVJkOelTP","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727771"
"QKeHyfWqSfWnLhioovgmWTUpQLjcjVDnZXosztc","qZBpdHzqYJtuHdsBW/sTAnRmHUBTlsjXFCqQSYy","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727777"
"jWocZrOfwlILWPURYPQRjXrlwg/uEcsDeGcaQjd","ZzQjuM+WnccrJxDibQMIoQQanmWuxVSkXlSnMgZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727780"
"XSrAISwNuWPxODDnt+sUV/TZsSoCfWaWhnoQDBE","ZzQjuM+WnccrJxDibQMIoQQanmWuxVSkXlSnMgZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727781"
"tsPOJAZEoZDBYwha+HTFRutR+eZYzkaLJmcSmPQ","bjDyOZoKTaRuTUjYZQLuqZZYgYORSmSHNiiLbUH","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727802"
"jqdvXNFTFCo+LGPMZhrGtLpwtJZCXXLSyQhEmjd","oqRH/H/X+FbdvWalXohjRRviriSXEsTGHbehDfk","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727807"
"DRVXobsHuwASaWVEMICYuTCLijfIYmwZURFvOdm","okarYjdUOwXfpmizVOXAnfnVRvWeLIqnJWzaDBr","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727810"
"RScWhaXXTUcrkvXRWyF/IuZXFdTWNXAkYYmtSHi","mAuQLeSxNkewEeA+mrQVeES+fMQlRHnnEQwxKSk","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727818"
"XCxVhgmjUaas+KxuzQuYwYYWbQDMi+fXBihRTPe","oRTSpZOeLkBdFnVPRHOwFhTWfiGDZnZCUalTIoU","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727823"
"ng+WQlQQXoOGsoBCLDBUviJDlFRVdKYSDasZtYQ","XSFIybWxoVYLXBChRXgvQUoMSOXQhSdoDJoWQqR","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727835"
"NFQNXMzAURtokURV+jRSjRRXvuZnXhhaZzdnyWd","oPFTKRfrOn+TRrMRkJHxXBFimRevMQKHtetXZt+","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727841"
"zQyuR/vTcEIZZhhGudgAVUswVDXNruLBUcJrEIl","DDnYUoAsy/AopatCFKYYprSp/fxWcyRLSiLDPNy","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727865"
"a/iQSRSgRfLWRKljRwYqKcYAIXlXPhRGVLCkXlA","oQHeUxUeokmBXntJXq/aSmYulUq/xCU/CPGnfDV","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727898"
"bgRTXZPNJVPn+SVWklHRNN/lZkJIOUNZvggSTIV","rVadSnPsRizgTFDRzOtsZCAXwwTiEeIQrLhigwF","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727944"
"'+iIkextWAecvxBpScRNgVXzPawlYbXTewLRysWj","FacfeVWnPOYrIFaVVmevNVCeTtHqEstPNjKLngN","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727962"
"PWSCKGUlliXaZYStYQuQZLqSHFQYvAQXrnbhNPW","bUslpndmk/qbEZacj/GanQCmkFvLysZhvZjQfXb","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727976"
"LABsYzgCctREHVelhdcGTS/+ZqRNSYT+HRXxcZp","XdfjYHtdVnReAPdYHJwEhWFdZYMjZeIORrqfMZX","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727990"
"JCHEKQlsnyqqwUlXPOSqBUlWwhj/RCvNXMoOSXx","UdsBtzQPDvoTXugQnWqLWLTevctELwwTZHqMqHP","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728030"
"wSIXZBwimvQnacqoNOXXZrakFAv+XYYtDMMArdh","dTFVyMPFFeQbquoSisGyS+XZYVqYIZbUJWcPCWY","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728101"
"KRRTWUCcMF/DKtDcPLqKkQXXtHLr+GmFfQLzDZK","NYcRjryVUnAYQKksWfRBTOGenuiVGpLRuePRAER","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728125"
"XCyZqLSnGUpUZcnLnlVVBiwVg+EwHjEMXQaxvcQ","DDK/bpJPuSsBRTaCDmPxqWiVcgYYyFQgeUtpHLX","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728147"
"TNIZObWkiUS/rYmegJXGeUEGVjEJFJhxBVdS+uW","VEWEZQkOZWWGZQYHSLdMmlEluUbTbKZKCdG+QTF","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728215"
"tEAgWkYJfsqGxevsPmhGnAhQdAcpXSQrZJzfXOZ","cFCGaJQRbqMXQIDNFsVboQnTtRPQEmGvinTcNdb","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728247"
"UTxNiSAXDVvzRqQovtdMizyDXYpfeXdbRlUloDb","akJSRESmBXuGuPbQe/xPjIxAaWMjZnUCJWkm+hZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728253"
"cqcUXSMvNcpiZSSVNZTAGUIUsBkUFUYpcOMhzZO","leSscVmIjLSe/ysjRDRmDmxiGZUYUkYcQIEzINW","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728267"
"wHqbfOESYihZILgYe/woTXFEpMWCpaSNailzkT+","QQqAEJnTljiAEVEHBpQAYlowRjYSyASWkSvhQQV","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728283"
