Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"adVOGQUIzJKJXdZUfAVnWtxkDL+YgFXSJjmMaRk","hlXWdTmRzBsLFPEyarn+JM/rHGXWZXnhnbWGRpF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pKUtg+vpaYufVtOkxRTqWwSXXdmlTnVFiSsFhjY","1-1:1.8.0",2025-09-13T00:00:00,2025-10-06T00:00:00
"ZYmCPrcfpUN/lkTtTKAuVhoisamGAbUQGOgHnSf","LRghjtlGLvlZCRSSaCYcQd+QXStTJwYdZhUFzkE","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZUkoMVuKlCOoPqkbXGMp+KvjctgYyOjYJChumxN","1-1:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"tUqKmYRegaqqviRfqQpUZLBrgFjsoBZPZopA+JU","REWHkhoiYaOI/ifOXpWx/fftSQTRqL/mTFkQXRT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","pBfTCUGU+HKZwFSCiAXWFqFQDU+lSksHXGaRhWa","1-0:1.8.0",2025-09-13T00:00:00,2025-10-07T00:00:00
"YjCNaizYJSFSW/CedQGQnYl+zxccyxSvPKkOQtb","sjxR+BWRohApBE/hWzgVQJQRGnLXTMShQfSXfAk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WY/XuVPnFKZTdqjSWYUCxxWjYsScSWSkzgWCSjJ","1-0:1.8.2",2025-09-13T00:00:00,2025-09-25T00:00:00
"LPGtWusyfX+MzheXEhERVQkjswxfbEajUWJIefT","ZPZMQZQSTeFYYH+/GwpGHYRkXoJRSHpJIDPhXbL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","aNVSL+kdiAemit+sSbTujrvh+MZhRwnzCgSTZEn","1-0:1.8.1",2025-09-13T00:00:00,2025-09-29T00:00:00
"eZuaAsUJUWYxpTDtScWZMQgyuROWmHQrjHWmXmS","OmRZAB/ileNSFmWlAmARxcOThWFUuzqUUGJYZWZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XoLZUkHtYCZXnYkliJYuWBbbCfxLs/VWVSrvIxX","1-0:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"'+tdVeonqaIRxLKniXadgiAjpdrQRPXTmuKWyQvJ","HPbmmALY+NyyjWkNwKRJWWEsTJPTqW/YaUP+gRk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","i+QzOgRTPTXVzlRfgeXWfQVxmmysAyvbOgSKDRV","1-0:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"uJfkZnTepKILIbzLMpPbRU+cYJ/kUqMMsqbXWxQ","RIGTGhsMEzsVaSvPKztEUVnlZNfXWdDT+ETPEZa","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","uvlmuYEZIpQAkNhlDsmZAMUXmrXiIayvGBpcpZb","1-1:1.8.0",2025-09-13T00:00:00,2025-10-09T00:00:00
"msmfypGdOUDqZnlUKRU+LQRZvQPZHAnZgnXlBhX","WZUF+hyxRLLOPJOyPALQXqnieTslhGZ+zfzPnzi","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","pTxcZJpdiZcBkdZKSXfUVNVnpysZYjhsvQZLphy","1-1:1.8.0",2025-09-13T00:00:00,2025-09-26T00:00:00
"SuNnLLYnIunpRQrrFlRtqyVD+cjVUOEYQlDcPYT","DyNgFBANqbba/oXExeqjZnVHfYhQriHQNljYjUt","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","C+qUxpvVtHdtU+SMafSYBnTDTvUrdTuoKOZwTZz","1-1:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"njwlOEx+iVsSWUehgXYROdVYdvL/SotxXyEQYAy","HXSHuAMlW+XKZGRtSDRdhDmxD/HUhSycjYsIjzb","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","hgItcMbYVtGNGWqYS/cGzpziRjUSWiHvnmWZUdD","1-1:1.8.0",2025-09-13T00:00:00,2025-09-26T00:00:00
"YOjrRt+FUZvodfSaUgiFHFiZRoIyU/CeyetqXwg","eobARUQWFYP+dVvQegZIuSMbXWauKANpTXcQKnr","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","KlgDhNxSZAnVRUyHduYcBVSOBlYIUqWRvUUUcER","1-0:1.8.0",2025-09-13T00:00:00,2025-10-02T00:00:00
"y+KdDuJYYQxeUiG+tMmQNLJYMZWvQSvoVYWDCUL","RvDTihimsjAjoWf/EXQGNigHQyYTXAQEtXdylbK","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","Auo/IBtWRZYsJyjliiRTvXHaXqjMZfIDWoGeSnB","1-1:1.8.0",2025-09-13T00:00:00,2025-10-15T00:00:00
"eooDWsUixXuEdWtpvhiTFqWzFwiSOKNuqYHEaEs","YUqyg+coXdYAkVZQwZJI+QzhMusCHbZSIJPRSjo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","HRJ+DpSfkdWLxMXSmORfhDpLsQhIktdy/UnRKKZ","1-1:1.8.0",2025-09-13T00:00:00,2025-10-02T00:00:00
"SWtkfRwtvUPZUnlcjNIZnJ/AeQRIRZRrj+zMpvr","OfXACtVVqTQlBCieE/ReZoXdTwjoVigvTTGgxrs","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YGc/SeOLdUBmEiho/U+LerTJKHBMbSI+lWS/nVf","1-1:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"AVLWbQLysiIO+BwmrJAcsqZZFZFFuG+YXgBZatR","EMeUmXJvsTiVhUCWqqaAJjlCukuWVBKlRPVcJZW","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","PNvbABUKQUSQggvgkauyhINAoHjWfoZoKOGMCZA","1-1:1.8.0",2025-09-13T00:00:00,2025-10-15T00:00:00
"kvviBGrliT/oeinYhBOmOXQH+bOVmcqTsrcUltv","qMFxTzfxVZcIDRpvYKWInUaTwfSpLfP/EzRcbQ+","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","dIs/XAWzSZZ+iSjGcHQRCLYBR+YcgyRmyTyTcMe","1-0:1.8.0",2025-09-13T00:00:00,2025-09-26T00:00:00
"xRUZsUCDeRZwzURQqUW/pUNqfKulZFyyJsxhHQE","/CKRjiuHcpTbITUaAGNYkjENpWYwxhOQaZShkWT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LpPrzAnDWvhRRGKjLbapzcGRtjWEgTkOfbeQUFU","1-0:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"khUXwVVxhSIZcPXFvASeJfOy+SBOoVJHDQkUECc","EKfGRiQIZAkgYioJclCJQQXmSJqZurYbLuOb+Fg","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","IXoZUVbFeiyzAmYYRroNMlJHwXmzIOUE+SBtoxT","1-1:1.8.2",2025-09-13T00:00:00,2025-10-15T00:00:00
"uRTwVVQMdXZXWLuZcvwrqfTCtcEpIlWviHAgJCS","KhSvOAzwTbGWhqiTyORmXZSqoPOWwNTCR+NQl/w","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QptAPTROoBhJdhUWuzQD//IkVSYQLFeagomdlJ+","1-1:1.8.0",2025-09-13T00:00:00,2025-09-24T00:00:00
"LeQXegXNQdIeg/gRgUCojNddSokVQet+nxkhn+P","hfWbculS/WOdzQDSKcYFXzTSTpOTZJNUQynzJox","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","qOyRWMIYXArAeiSOuZQiQgTkpzHMNCpGikzaLKn","1-0:1.8.2",2025-09-13T00:00:00,2025-09-29T00:00:00
"lOowanNMBaUnJUQUJXSVvZPXsmqHyNCHoKUVWSG","SADLYSycSvxQYkYhMmQOIZILaQFKWTZNkwYFvGZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","NQjvXYhNCdCJHtplsIIUSFacucXFVaCGBwVIXWE","1-1:1.8.0",2025-09-13T00:00:00,2025-10-02T00:00:00
"etWZSVWQGKYWMTnOAhnWHygkSluWEDMANjZcGYL","XYXDXagOWYVVbQQSTECIXQQwNRmLyZJgQuPSQCj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","weRUYaM+RIXizcFglWNparUfupeobkTRwXNWaUw","1-1:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"fkFJEKk/WdJUmMsqfRbN/QQQeRnwmNbWkByAdUN","JThCxupPGWvzxDSeksWKwdRTBKPWzQVUrTBxiUa","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WIeQGVjgaUWZyvWqCsjqbLIvyULXtRDWpYaoddm","1-0:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"lGrRWDOyQXtnteRlYTntZZRaDUKRFVcsxPZXXUH","Xy+XSTUVTWlg+ETgXPAcr/eTaCFkSfva+yXzsEd","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","CaZrvCYCAUhUzwRYGRGbXRWBSgWtuTEuVsTsemt","1-0:1.8.0",2025-09-13T00:00:00,2025-10-15T00:00:00
"plYYqCYjkVIvYbbVcyeqbVYOVXrRGnTNqnGRXdt","DQTkTzuLkVWxOwUvsNOVOQROPrvKLMYsjAXFrCX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ymMXfJgOWcxDfeEWHxDcITJMQtSBpFxCqnSLHlO","1-1:1.8.0",2025-09-13T00:00:00,2025-10-13T00:00:00
"nnpNWaTRyjBlWBjTdPHAABJFqOxCWYVKiQDQbJH","QDgOCwpv+RQ/xzemdNqIET+iSGdbSEsmXeeOUXY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OZxTYsWuTpengZbaKcVoYZMRkVEg+eMUZwsvdUm","1-0:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"gZYYZzsWZUXUDrt+SLWRUPSMUHTQWYGhtVgvWRZ","dPSgIlGriOxxBVQOTSIkQqfuYVTQmBSxYugWKqc","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","RyXwNGcp+EqMYbQeHjdYQkalSNVbNwpeWAjZkmq","1-1:1.8.0",2025-09-13T00:00:00,2025-11-05T00:00:00
"NeIWTPzzUDYvSiWMBMwTrGSwERGPYZVROQf/kGT","ISicnDTYsKpUZijYdTITchXEAULAY/SAoZkaglj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RCandZvLSKDnYcIoCKSfHbyqsBZsDUopuCGHQoh","1-1:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"SbQNPNSqWpEilgciiGvQfnCUUDNdJNCSVqhSBgH","gJUrFSBhBVlGCMyIkaGh+TQovbYCEvQYzYrQOlW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","blHXAviCwvadrweuFgSsVpVkWvugiXAEzQBUZnG","1-0:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"YvIJbrPWTlyRJeZSwjEBvkCPrhfpWlhdgbzpBQT","EeSsHTSYJNlYxDwYYgQxn/jLZZHPPzrqvmzajIc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","uQJOFkfBVHfzoul+VVRYaXRfgOvZMWqLNj/Um+i","1-1:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"/a+UUqlgZYzoIkR/qSQMhojZe+SrQpYhMtWrnBM","YqTDEVRKuESzJwSSdacXTOBLRWehJJ/HTpUOWKc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","dB+OzXVjcaJyzheXMjNTQhZmUPEUQVnNpsSivjs","1-1:1.8.2",2025-09-13T00:00:00,2025-10-06T00:00:00
"rmNMRppIqTPTYQUKdjZHWnLzQNaMvosnPFWnlrU","PglBWC+/imZMB/iYoZv/xhYmPYEJQZSNqY/qfXQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VxQtSjUTphqfwkifqMLLTQYMUzcyAxyxUgAXSvv","1-0:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"ZjGiKGCYEalkwRWQJehaSraRWJMXaPXXOtdjpqw","xhcWEyRnFeZg+ngYTWYWJOXhYBTLgOmFUnZjEdX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZQdtTPigSfSmj+TjSWQevLEuUYFuwWcAQOn+QIA","1-0:1.8.0",2025-09-13T00:00:00,2025-09-26T00:00:00
"bKXNwSPFDRvFmkFVj/ZusLgXgNpVfpuEBSbDXMQ","DfUcnXZUWUnPKWHSQoCiURYbEWRSOThmwXXSVoo","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","usWtCYajRWTFGsLGGRWoijgU/TtSSGRzhZrrjrf","1-0:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"TQSQXXZkGruBIsVOYXRKlqGlWbeVSYiZsHhi/AF","CagKcAxKvowzBgAEuSslrIywGWnAGqmURPZwcGp","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UDJCUKugyWgSTVUVQdYjrDNVIXhXrYwdJScUvIs","1-0:1.8.0",2025-09-13T00:00:00,2025-10-01T00:00:00
"TmPXIiRsQyVKaquYAkCEWMnXZRAfYCuChTVbZHL","RAbKtZWUUGUTTzDNkSHudsoQOKoCZuYVNTRJBkN","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RzIktXdXj+YkQMTJYZIQL+AnNaWbrxLQ+/mUTSX","1-0:1.8.0",2025-09-13T00:00:00,2025-10-08T00:00:00
"PLUXQUJDgEIdPcXTPsf/qFVRjjpIqXUXNNMFWQO","CwjRaTXZQeyZcSGVxURl+AY/QzliduFPSYEdYKT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TwDTGXSwHnGixZwSAxbjRKVYaWRBaxzS+MWcqIo","1-1:1.8.0",2025-09-13T00:00:00,2025-09-26T00:00:00
"yJWVQXkaUupJpUNHEXtrZWVkjVSVWtUVeVCURuQ","RUMlJw/RXTVYQpLvNiQgntMqQsWYYt/pkBNLQVe","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UFGsZFtAecVh/U+UrJGRNTUZdsMTndHWovLBmSd","1-1:1.8.0",2025-09-13T00:00:00,2025-10-02T00:00:00
"RYVddVqfSXeJglOG/IfSX/Ef/w+hUZFGHwnADZc","ExEgYTTGcyBroFGzXnzzcqQ/DKkVTTFLAQpUUKw","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","AKRDvq+tZWJfUbtGYpPTOFWgcDsZXAzTknLcbqS","1-1:1.8.0",2025-09-13T00:00:00,2025-11-17T00:00:00
"yFUmlwicq/TQVRBYKNXuYRoUTVR/BhlQVRUhRNt","MhCBRWfTQiQzYOYLPstvbRVZvnCwLcQM++HWkjg","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YRIdVMbS+T+UziwSMC+SqbsSbOz/ZAUCtyfPrWd","1-1:1.8.0",2025-09-13T00:00:00,2025-10-02T00:00:00
"RXCmwnVd/NEBJjcFwTftI+fMsRaWwOLBunSWVwI","SRWaSRzZQjSQCcQuPUTdsE/diLWbJtVcAKBJUHN","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","PNUjGNQgvoRSp+NdlKUpsUnKlXCbenVT/VevgZB","1-0:1.8.0",2025-09-13T00:00:00,2025-10-01T00:00:00
"QOJZtZGZnAHQLjGSfYRViPkjzLxTgUVZLPTEMla","WXPrLRyCS/ivCyvHoXnSc/tHSwvLgPwzJGPUZlB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","lU+mkNLWizFAFOUvSZcWuVvEqXYe+HPZqlUPZUR","1-1:1.8.0",2025-09-13T00:00:00,2025-10-01T00:00:00
"SYczVDqbcWsnDMpQNuNmRYVQn/GixQxBItpqcRe","JB/wxsJkmoSFgZYZsIbGY+IhdzH+IIRmDMzzOxN","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","PZQTUydFHDTspRznWed+sztwUWgihqmQZkBpsqs","1-0:1.8.0",2025-09-13T00:00:00,2025-10-15T00:00:00
"QnQWWNURbGAHeZejXnAbdSZChSxXuzeIGbpnFQu","etZTTKKbiRUpob+AIXRIvmOXdmESagQtbYYfSfT","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","SwD/ANBNUX/aKVYruwRKKdOMtNEcddRAiqUH/eN","1-1:1.8.0",2025-09-13T00:00:00,2025-10-15T00:00:00
"QRTnYqGtuzNOeZSeLiAWTWgVENHFjOhWeQnDpUl","ULZthWQyKzAnVjQcuWPMSlMMcpPWrJXoQQqiK/v","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","vfXTAYJYVneHZuSSemdzBQWaZTGoQ/VSoWPRPjS","1-1:1.8.0",2025-09-13T00:00:00,2025-10-15T00:00:00
"STjNRTAZFRSaKOqSsmQQWwiHbucTUB/IaCQPw/b","ElpWtUOXkFlXWSnuwdUhkmPCiQBJxmgHnoKzlbg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qvhowdUhTLpVSuwfRquhdMlTZGAZyMBdGiYESYP","1-1:1.8.1",2025-09-13T00:00:00,2025-09-29T00:00:00
"dLeuHOQOthrFETcSXwVUiUgEOjPnEvRJFUGKFNO","YZoiosWjugPNaUWaNc/eKmxYTYElzEwDTeeVooX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZmaBq+TGpVRiNdvBYQ+lUWGhqRjbKSGbqFzKGft","1-0:1.8.0",2025-09-13T00:00:00,2025-10-01T00:00:00
"kJlQRSZFupeZUknKtTQZfoWRmaNFaqQTnTKweKk","fIcVIkuQrIaGOXZpouhmVbrJUqrUI+VsWukQQht","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","CukQJFkhZL+zYPPZyFSZWRZIIrVsuUQgm/hdeSe","1-1:1.8.0",2025-09-13T00:00:00,2025-09-30T00:00:00
"BnZeGzQiSKfwJELkRYfhWvlA+iQuEZVjXtTE/KX","FSOLfBPDLcvuST+cQEqSHrZtpUenaVKRPstrvGH","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZSuoihYzVFOEMcMBQTXjQpaQaUQJZ+suQoZBFHN","1-1:1.8.1",2025-09-13T00:00:00,2025-09-30T00:00:00
"/qogUuPuZLVR/TyVqW/jnzUvRtS+RIWcEejVMDm","ZKzLJsflzRmMfIPVhQR+tRUXCJRvYUqyHOAIVUZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RBGTk/HFZgRUCNiwUXbUcgSVARjbhFZnEiQQhTG","1-1:1.8.0",2025-09-13T00:00:00,2025-09-30T00:00:00
"RnKVHjCHVxjTozSbPfsDBCWDXQjnTHpTGIApXlp","iziZqUSJSSfmTsIdRyqvTDBnWrlyLeRYVIbQqQo","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZPQVneuKkNVTQrgqdWBLxoTUu+uUXy/ZVQLbSHS","1-0:1.8.0",2025-09-13T00:00:00,2025-09-30T00:00:00
"HPLfRDHvBJjCWLYFZFKIVrhYrOJQZSeCGuUwUjr","PzABnVHMQneGI+BsXPaRBayQnTtNYuVSFWyqhgp","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LyxohwXdSvQkjSWYVHqZrkAtZSVWcgrSocAm+Fi","1-1:1.8.0",2025-09-13T00:00:00,2025-10-01T00:00:00
"rymMNTGnQtcVwKsqQpJlssvZTpNxojSNUoAVYQh","hYZkDYZtVTUXTGZuSTURo/zMXSyMYYvSsdNYeXt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","uWWlCGUTAVWQbYQUiUz+SGpVaYZE/SYVBUIvSRT","1-1:1.8.0",2025-09-13T00:00:00,2025-10-06T00:00:00
"DVuRec+YYnVDYUxISRjSnzceEoSNaYkKvjGvIYR","UYXlgvrZdOXQYcTZFjQTXYtJIIjmZHYyfphhHXH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TWBKpVrmqkqyQsr+USwNpVJEM/pLDH+UXBtZzDH","1-1:1.8.2",2025-09-13T00:00:00,2025-10-15T00:00:00
"pmSWUqZBBqSFJYkvp/LrDMpLvvZmSrPlfgUYXSg","VraXeTUZQkJVh+gYTqqTO/KCKCDiLggRxnSZcfM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","inZkIZPSAEEvap+BUYZYMRwZbZPVqsGHZBgcFSe","1-0:1.8.0",2025-09-13T00:00:00,2025-10-02T00:00:00
"XQWQWlURkBVXXMtWbNUMYxWhVisVgtMckQTLHTc","CbLLJBixYVTphWPUnXuwnInOLYSepRiTzJuSVjo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OzXqRqSQyQsgCqXdHGubLnvHDnYoTAp/MUAZNBO","1-1:1.8.1",2025-09-13T00:00:00,2025-09-26T00:00:00
"TYQLVTxdTUuOMuQlUVYWWasPvrygLCVlTRARTPN","a/ShtRerKFkZQRyzcWDSuNWoJUHkSRRPTHMmSWZ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","yZX+wsdSbKMqOVWyGyZGXzOYnTXLAiDhqSZqtlW","1-0:1.8.0",2025-09-13T00:00:00,2025-11-11T00:00:00
"bSbfTUCksAZZEa/YZcuQHimlENSeioPmSfhHZhX","wWZVg+Vkq/yVzHNRhXhbUFDZnSJUXSBJTUxwT/V","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","KXMSANSnnSzYiRv+fswjOUhqjArxxiyQWAQfRlJ","1-1:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"YQTpkITsdDrvqhjUpYJyVppVVvGSmYMYJTSWJYO","Q+LRvYGTUsSGJTRbevmuJRHMkOplLwPIUom+EKA","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UvXUWQLqLwoYFIjeSXZICOeOm+LRAFFCQnNTHXT","1-1:1.8.0",2025-09-13T00:00:00,2025-10-01T00:00:00
"npWSAoEUYRXQtdYWzlAOVDRUZSGhUVQyiCV+ePk","HjUtJqQwLVfRYTqzyOQlmuwm+rVZsQUBWVcVnqT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","wOntSZeyjvaqUb+upWnGrofTSkSPnTLxw+TWYZU","1-1:1.8.0",2025-09-13T00:00:00,2025-10-06T00:00:00
"fUTAjSkTUGMx/nLLSaqUnuQXvUyFYASmpJZqLC+","wzYPjJQKEWyZZVRHKvSgWvNwkYNRSWoVXrhdWRQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZtdXQcvxYZNFEGgtV/gntKhLTGOsqXJgZmeTNlR","1-1:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"CWLa+RUBsQoVPyoSGTTBsidRSmGTk/QNhhGZXgT","VQIVGev+rJXISGpWGWyjlVLRuofKtRgiUyNyYQU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RZNy+TcDWRuXEMQAXu+SRQvKHeIZsoDRiZiGrbX","1-0:1.8.0",2025-09-13T00:00:00,2025-10-13T00:00:00
"pSwfk+YQUgFUrSBgesobAKeejUtoyOXPhOjcISV","cG+/KYUQYeuWxFvOEZrOKtffnrR/MmhxwWufQEj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ERZGeEyXqqEJY+kkAzNVCZUlmMrYPFdzKpdhrKv","1-1:1.8.1",2025-09-13T00:00:00,2025-09-30T00:00:00
"EVMgwkqeSIfOIINU/NkbiLLEElWUpMBDWttJRXe","YXQfimUaBRDTpKRvUrZyQQnpOAkXbGVgZoreZIZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RHSfcrPI/XSsZwHxpMEdkaLQHuLXoMOhXMUSKj+","1-1:1.8.0",2025-09-13T00:00:00,2025-09-29T00:00:00
"RmCzcoGsWlOhRuIpfpYXExZVc+xWDKvCjHWMFQR","QXqpXWToYRrQWsYVhUQsuVYyj+ZKSRIIl+OQRMz","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","kwYDWNPNKcSAwpHYRSHZzzBxyHjzLQEtzxTtOF+","1-1:1.8.0",2025-09-13T00:00:00,2025-09-30T00:00:00
"BkKneZOTtItyVUtGTBZfqOtHBZwEyIyBXylFCeC","RnQzLRkZRkvjUXArTKTThOr/DznGSqRXtkC/hLn","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","vGcebFkxXiZnNbmxMhTYEwfV+YvYPCnPiCWqYqp","1-0:1.8.0",2025-09-13T00:00:00,2025-09-26T00:00:00
"MpxHjiznRwdMYfQZxQVLjsYQSdunOoIRyOAtXZT","XXlRYWHXGNNUkyH/UFiUfVYgP+JlPfRiMSKTdQI","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","w/YjqcUghHbnXCFxA+fjkF+qivUrUpYIbTllHMq","1-1:1.8.0",2025-09-13T00:00:00,2025-09-30T00:00:00
"KDmGWhOvBmbyYCOFtEjATCKzgEQujWIXSmPafTg","DLhKkppTWmgVm/ELYiyEGPDItDSyJHZbPBktZRu","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","nzSUfgBJWTxFOEnssnuqYOkUcRmRNNYiSkwsnsv","1-0:1.8.1",2025-09-13T00:00:00,2025-09-25T00:00:00
"o/JbIXVSSpXSWXUajXTOBHbbW+UGztEXVdsSbY+","VQ+LfWKXKhPAwzEDKANQRnVQjmrgdQTQyGSVBQt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","kRkPUXNctHnAZdL+ZDhCoIWnWlWIWlSFYDGqEdb","1-0:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"JZhWWWEXtPuySaSnpAUGXcAY+tLnZBzYZQpJrrT","ugGYTDPDRLQPvslZyTJPmOVwQiVoxFxKVWwaXBU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","JnyOOXqU/QDn/ZkLWZDaQofff/UYAsMGXUfG+Fv","1-0:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
"gAhvUP+xaanZ/xDIC/+cVpnphWpQdfSVwZVPQUq","v/+kNYOcwyzYyuRiZQhXwqtRYZZbuluRTJcqZzZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TVrAfCjhpYQnwXCaQFISiBlVXgwRZSFBoaUkGPu","1-0:1.8.0",2025-09-13T00:00:00,2025-09-30T00:00:00
"zsaRDPjVLVmwNYWiYQqZPG+TPGgGTRXYWTQQsbD","qhffFKdZWOdb/DXvBOSVtZsVEycBYGsQdEwYSvT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","cTkQVbBXeTEJmSIkSITmhmUmsrWm/ydZaVvgDdy","1-1:1.8.0",2025-09-13T00:00:00,2025-09-30T00:00:00
"zYnyBXLuSLHVQufEPVvlDGFqQuTUAIQSSzsoRRc","iYdHtcGaIMvMYiYDlYlEHHENMVHmgfNyAVZXYZt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QaZFSXnPlcphucgTMxUXmmEpMRItCFEhfXTlGMA","1-0:1.8.0",2025-09-13T00:00:00,2025-10-07T00:00:00
"oPSQIdcKEoMKR+tTRbTFpyFqAQfbgXhTtd/IkhG","eZOshgHnUhTRnWUTonxemwxXwn/ScMUxFbxvmbU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yrCwlzdGVSabBSGSZbyovtYHkRBmRioGWpjDYzL","1-1:1.8.0",2025-09-13T00:00:00,2025-09-25T00:00:00
