Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"dZmGkvUalVnIWWWy/lWXXUkkNBoKQdZibaRfoLS","grXNYZyvbNxWlTiCvqQfWkfJkRYQRUt/SXRTVeW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OFtOpTJOWLsoXSnjmtQdHRYwQTbsOYQBVZsLRwT","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"NMATOdpahWp+fQnDeHmKkomYhQQZpUzxQIThxhf","GlUQdiPAZLElwLHyaFNtFVvzPGnVHonZBcCGAn+","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","wZqhdxezgSUFdZKgRTdTSVljmzhaqxIFQTzm/jG","1-0:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"RClHnfwrHXmqxWKK/VcrVVnRFgVeWoTGCxQXJpP","oXauXYYUXQssmUYXTQbClXHLVt+UKTKBDqVYTkY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","LjNRRXjqsPP//lBOZTPdTcLATPNUWKiVCmTN+Zy","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"bVqLXRXwyo/DxMUyRuiFZfxHqXYLqWMNbUMzXYN","NYXMYVylJMUzpkZYTDUWdQSGVzorYzXkDIRDUbZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JSteWPhtzyLqixhcpIqJmvfWBjuyQpTtwcP+pZN","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"QcfwyrpJVyzHgWnpUNXSqHA/v/uQvAZAESffToV","qNYzREZSQZnVE/MERRfGZiNPTTgSEUMYjcGRvYg","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","ySMoeHS+QQYWEjNzmQvwaQKMjRTsSStzZWkkdgY","1-0:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"Ux/MktiI+xSw/nTWjm+uKbWXRXlVZYHlZpFwTUO","RZTbZSInZuBIEFYSbEPG+qWdFppsfGeWWNUMWTa","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VjrQoLoVWwSUmRQReHHuoixBjWn+UiqQJnkcVpV","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"BOiXJENBZanUkHnNFZRuD/yoNbkaEOApchntyuL","UhHrmPpVqNv+TzxfXTEZxmZPjRViXTUUHo+dCUN","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZQPAQCUrXYAXe+QmpgpHSlWicRxgQLRvTSJKiHZ","1-1:1.8.2",2022-09-09T00:00:00,2022-09-19T00:00:00
"DNfyyUXSluQvRFQpQZJNJWpjUfSjUefeDKygGOe","NMecLtkWnFnZydYKWjQhemQBUKUhYhebClFbwBv","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YODUeHSvwMkGcVaXYVSQsGSkYGiEvuYd+RigQcc","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"v+G+nUgYZGLWaLAqYZZQaFZrNWJdQSURFyCBAOG","iQLwdeVeZNfRljcWAIFsWXPpBHHicdXcWxqoHiU","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","/LqMiRJSBvnUKXmqWVezVScJlYuQFcUUzzQotvy","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"WfjYQmzoEvTQZIKBXvZShluW+tHYqSVoc+DGQIV","dmMhnBstIdyqrEygnYhdPIvGUhwtgolhxnAoTpJ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZRmBSlgPYta/mqW/JgucY/WgTWcWlLLwIKXVQyE","1-1:1.8.2",2022-09-09T00:00:00,2022-09-23T00:00:00
"wlvSRZ/XUd/BKSxDTQVVSCJWbOEQAc/ZwDoAJlv","XDOJtXGqyiEC/XXvWWVoDKmR/UWmdLgxmMvAQkj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TKKNhHfjveQzBNId+lEQObQfEUUeYXUXShYHcAs","1-0:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"BsrRcTfWDGPzknRdiXXIRSOTZkRrjUNwYaZuEsq","pqXqSrTBFWhdVRisUlCfSUvTXeOXyPTTBydlcQv","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","trRABQlbuWXmTZXzNIVlIuXBXdHcXhZlRWbGQyy","1-1:1.8.2",2022-09-09T00:00:00,2022-09-30T00:00:00
"JoyTOpoRTs/VQoFvMTOOjTXZeSuToPpRJDQReQV","igaBSbU/RwVlV+TbQrNMmnTVGmfxkGXqzOYejmT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jCUCJXPjMooEsXyhGFRsyknYEaDJKmLMWZv+TZJ","1-0:1.8.2",2022-09-09T00:00:00,2022-09-27T00:00:00
"WIyLCMYSJSlBsxDpRPWIcVpAupSjYlTSRYRuVnA","xV+HAzZlQSQ/XKBpYcpbwMxdbITQlzfHNTygWZT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pdRMW+cqWxmywF/KRFwzNqrY/imPcVySdQahX+D","1-1:1.8.2",2022-09-09T00:00:00,2022-09-30T00:00:00
"GLpBUYNHRtdzCTrTkXDIMVYyxHYJuAikTZ/Kfpq","zU+UAxqRSdBWujjIFWQW/WVmonqTYlHxcFPehRG","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RLQhjFoSYmgXmeGkm+jaPGKMycvViZDUzW/yTJq","1-0:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"ByUUSGYfUYRQnZzvRcbCRHZDgFQlSdY/skYWunz","XrajUW/eOZlGJnnBgAcRunSXcRRpz+spSn+ikRY","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","ySCetoGydYZNASrFttkjVsZxFraiPfxQPBiLHUj","1-1:1.8.2",2022-09-09T00:00:00,2022-10-24T00:00:00
"WhRqtijsTXPVypWXqgUWPyRECaXHfKSXKLlZepO","oVuyZTSMMDBwitSmVawmcXWVIYqJ+oplpSXeUQ/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RUWZZYzUQLyqFcEKWFTrRXzQZjxClOwyQJTRToI","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"StUSFXGrIUInJrjVxzIdXteMbBZAOZSSXPvdetH","dUGNWepkzkMGkEUyetTLKKGLSV+TEwdQbDBRTzp","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","Qwzty/iXjeyAzsxYkFBXtBKtw/aulSQOWRmuooL","1-0:1.8.1",2022-09-09T00:00:00,2022-10-21T00:00:00
"DsAX+PTMBjSKuEWkEqKTMhZvn+aSTpwPgQvkOCZ","/DgiJIyfMYcviEEi/gsinsUPhQDhdlZqUPYsfUs","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","r/KfnUacijWNVMJmQrYteXNeHUFyhVbmVMDcinY","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"ERvIUkYYkRQUNTcjLGbemSEeMRbkGQoJZbRkaEH","ciLdPObodfSlSwmZRtHstuNqYXwEtyauNMNcQUA","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","CUkYoRElPUWvbSAzvmmvU++xOJWWXwYZeKMbvFh","1-1:1.8.0",2022-09-09T00:00:00,2022-10-18T00:00:00
"kkjNZJctzyRZhVTUsTvYSjT/FaifKsUtVsFxNWK","ErxGZpIKyLDNdV/Zs+VyoZoUOUzIvNsFLUlPiES","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YkxgF/AXjbLq/WRmedeKLXkEulBZElmyyxezRYm","1-0:1.8.2",2022-09-09T00:00:00,2022-09-21T00:00:00
"JBgKrCnQvPlfQQeW+KDAZfQXJMVSwojGhaBjmRX","jYcFfDQZGacgQRmqThigLQzSSIGPMGiEfYASbTQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LxSYSmZvIRrGtAEFhTAsClqWvWnSrAamexRdYk+","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"QyODfj+PfcjBMKTDYuk+dwrTWZNIQQWniYyJgdh","QMVtVJlEZywvuTYoyEHjjaLawOndVSiVKYPjQvR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MZFsZhAYjsXLsuVMEJgL+sKfSPYQoMWtnrjOPSW","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"IymFQuqmAfSBIrKgQPajYTYXPWUWSNyCeRlSoQW","DXPlXViweLaOssodALXLaVonjiIEaUXNrhgOc+z","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UcKrhfZBemRHhfzUpqQUSxXVHqVjsQVkXToiT+S","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"SOtNRWnHFUkMYSuXWgVJeRKYuetdfrVZtKXIHmx","/GhTUZiDguJhcSYywYCQORVKRmjuvVbZxhcmZPo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","qDXRSkCefKSSXzBpXQWKPvux+KWZlsRrhLkzQdT","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"VbzCVAJSiKDWPGnVkYewEU+ZvQM+AjBSVtYXjYH","pYbwonACnFJoXVhIzZ+fjVaZdlVwQwXROCBdrRv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","E/ACbssemTlQpFmdbTkGdhUhRWicmVwdUPPRRO+","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"uDnGHEqhYrmUcTiSAL+SDPQTKXOpTxuHWouySmf","WLrDYWUBXYXjmDejzUQMEBSEmWjTkTu+RMtgbch","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","CoXtWUDFGZFBvNoEIZdYqXKkTZRVXlGpRDzwEVr","1-1:1.8.1",2022-09-09T00:00:00,2022-09-20T00:00:00
"CSAOOoWURjOpVHqcVWbJEEasiGUBKTFhAURVAST","N+ECLoqEXXLjWtUatCTutYb/KHMZdMOvvAsTZEo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VUPSeYSxkSeoq+PSseiXFDYWiHSyLbqCVDVbspS","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"yqDWb+VFp+AfhIxJ+HltYqpMBZrbZYQczNxKsgY","tHZynfILogdliVOCnS+pNWeFvSpPtnXpTnRRxTD","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","anZOVotvyEFOSSeupFQmucFFbjeyeHpjXSBLHHQ","1-0:1.8.1",2022-09-09T00:00:00,2022-10-21T00:00:00
"dhWqimqxHsAGRlfjGFObkjjK/jKNEUFHHrcODyI","LGyl/+XWSmVvoZHRPWCcHZoqlQVKEWqSxZWVjTy","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","EWcdzidQhcVGYAffojYFDwUrImuiPsmClmsYrbh","1-0:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"GTQHaYXwhZuUESWZxSRm+LY+fJMpM/QMFJDoVQo","MTut+mQPogaZnwPaJmJmiNOyCCpIUpRUutYKkIc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","tfbGaSGAsUESUtAqiQQljUljFGwNMhVTP/KkmXT","1-0:1.8.0",2022-09-09T00:00:00,2022-10-20T00:00:00
"utCScWknQeRtf/qkFdtSwouyIWwCXIiVgDFHvQt","keEmdscXftddgStSEzgEZhe+hhKjWtWFJhTzAQP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","nFZtaKOZM+OUqZKOXIKpQVSTfkJSreDC+QVPVXQ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"yHVgYrhhZiUQGAWRoUymBhozLMfDbDZgVVedqXR","XwUsCmSmXVXmgQbKDfDLPbItDdYmBAORZBtGuYe","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","WwSbhVZLIoBWQHNMeEfEczTLTBgYTyTHDNWadhd","1-0:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"btLtmKOVURIQWiWnXJRfkLgZSWzWRiIhZJIAtTD","rj/xWj+LDqwTqjWYXegbRUrSiAmUQwihaSlaaSx","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","FAGKUTZXQyZutkHZhjMAXWuJEfUbpJilUtXVQFq","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"HZBAkJvxTyxZ/xkFJeSqHWkOctmNKTUvwidyTWe","B+FOORJZhcEceTQRKYxCR+wCgRMOVVEVbZjRRLj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VRWWHdbpvUNRzRyODthHABYTMWrZWbDbNShXOlb","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"DqWxSWKMOn+LMRRzWTQrNEtq+//HFuXSja+LUQR","UgKGP+EfkYoopUQjjrCuEZejjeEHWqGvIMhPlZV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RFnRAWFWYkZhZSQmqxfvEKsgOQLSzydiqgSNWKU","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"QUigl/RqPuDBZZTzp/pZHaztmVvQaVw/VYBsOZ/","LhbaLPay+AeMSXZXUxjYMGKkUUSgfzSZPSkSoKQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QtquIXcbMkYoblXQjkDnYCpQEiHHXLEnApxHGed","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"zUUltQQhl+xPrMOlWCQPWKguFASWVRTDgUkGUEV","rdWsklzYwERYuwMRzXmYRRXsQvkdNCfIjxHfYWT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SUwnaNWgJloU+GAylWjTWTxoXHSViooNPqkIgoL","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"hrpq/ZIxLGZmxSNe+ZDAW+JSCSJmzkojayexSrW","hGmcOoYavakVyYuvpVbVxYXXXitKVzgqwBDemnS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qVnWeQOcSqYliFdTpRGwUWCSTUYTZcNuJQxytFf","1-0:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"XNymcDQTFiuwTTRMzkdT/yfVkDgSZLZzYczaoyI","UTGVwMyVXpkuxzZ+lJmWZaMsqwQmvYRCMWXXMnz","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","Qs+GVYSwsWlIBLqNksypwWUBVmWvijzqYvqOjYC","1-0:1.8.2",2022-09-09T00:00:00,2022-09-22T00:00:00
"eXgnpSUrbauznRXJZls/NWCKDxCTBzZtGenYZvx","lJ/xETFALlQzVNyifxOCYdAFqHlQFzYhnIvaZsQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZWyWXHldIMgAGVCwRgFRrjZUnVUB+UVBOHFbVVw","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"bLQVyXVKCwVSXvZZwAaYWJuLiCHQaJqASxNZXHi","zTnay/LB+RLPOkRasyxJGNMTWdaBukLO+ZDQmbw","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","suMJDiiLBfZZGQEfQNfmRmXSzX+WqidSHcseYDY","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"cyWAqjiRqg/FGIKjQicIdXcUNxGmZKVgZf/sqaQ","bWBbZUVWvRMaBvWVwBwKCVIQHToKWMeKdQPLQCT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pQgR/qIBHSRZMBm+ajKRYudyVJChZSVMlZyMoSs","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"ZvbZWuUZYvM+tMVLt/ihaEKSWdXDFuVTL/vXYHR","kLTrDTXtGzRFKABfeKzYmKXyJdikyTVekmHFWkU","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","KAcFUECtLLf+RWWWTwKciYNBdKetzvKRXzUfOvo","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"ImYnHGGkSQBElWJ+JhWdgZXUhKAfpiYXbaUglu+","PQ+keIFymttxeDQQHoGwJUYIBfs+VXPYpYwSXfF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","tQoUpsvzWMNaHPgoUKZB/zR+nDmEckvGTcVB/cu","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"wZYZcka+HTzZCWEiwbsXmMNHVQBQS+SvBJYSTZx","'+wamF+gIpkBLbZLNRFbqRGBRKbZVYaWlkiXOTWp","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","DYdednIVHKYVZekNRTmfWAYr/hRTHoXqooNOwRs","1-0:1.8.0",2022-09-09T00:00:00,2023-09-25T00:00:00
"DonXISQdVyTPvFXeTCKlMf+RznQGbRFESvoxtRf","bFWWYOXRKWOVSIZiCxYYMoCZixLLTUWhIkYEVAY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VmIXTfBKXQQCIrMLxVXzZOUj+XQZvjLJMYXEaXS","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"OWgsMnQyZJyvIRbaOFcsqYYOgZgYTjYMFIrhpIU","kpfjzXRm/VUeCnZlFSATTnIrOSGYWYTYnUXmvqc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zWDeSlMAOUXrkHKJVswxRTSTOQFoRtFSDTDeZTR","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"ssIXTPAxQGyXQWywy+IbFU+SvlGS/IScZlVkYJT","JPbrdixxptEgyJlkDDvMXSPWsbUqMRvdoEMNhcY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GlZYVcRfIrxiRkXVrgXSscIdNUaeLMvYOFiPViz","1-0:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"iOfCS/byoctiIRkRkRMQIcUUTGCXzRAVDmgXKMO","T+ZeH+sIpXoPlQsVuDoX/TMLRQueBtKsYWXQcOW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","snWqtklXYVBXVhgXfiAGHvvSWggjUaTTGSAJglB","1-0:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"xuXQTtnCZVDUYcKoFIuHQvYKNfRjNDSYlQWxhZS","FEfkqPI+LFeqNEAtpoQLSRSPOAnQppPBwIfZpXd","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qfVgXgfVHYTWinhafQQrMBYW/tpeLFJWLqHSQJO","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"bTfTSSdrmyCuBfkrLyHT+vPrtAsZSYyhXTZiXou","pVpsQDgV/GxeSFnhGcdIVD+hkCSZRzxtsRrlBZE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GeCZxoVo/DFVolsZEXGUNQVVvSDKXxZLlASP+/W","1-0:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"rFWZXuUCikKgbyYKMPaQFWTSARzWiiURIWXBFMK","gEVcQGRVZdOeCQQxXMzmWNwjWxHiDRZiMQPBSEb","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JLGUSUWNgySvMzseQ/mqcaZNAAppMatmYgJsZZj","1-1:1.8.0",2022-09-09T00:00:00,2022-09-28T00:00:00
"RWXQTIsMIChVUvUYNBSTY+IWWqVBZvXtMtrCRhb","ptXbvvoXEJehYVtfXLUZFymbLjTWTONyMdpyFMo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OvXsTMmwRyufYTyrZiBRJapnrXkIgGQKSdGXHpw","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"YWYzcvJemGDiJQLFTdViVjdKSYxpYoajAZouWMV","JSOBQeQKwOygQYS+hRQePQnhYWxgIJQIFXdHGRf","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","RTxtZ/tQKVCpTmESbiOVLXB/TfxJKcZPXTlXVtg","1-1:1.8.1",2022-09-09T00:00:00,2022-10-21T00:00:00
"r+fAZcuaqymPoKJGYYzuCQhOIxXnxGsOOSZpHmO","RQzbRXhafNfhQrSX/baQUjggQGfTwsdmcfBrAkl","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZkLelUbAQUNbMcCrHAlVpPW/vJNMdkVblanpLtV","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"MRuDQRKZGSmPQaGdLRpGdmqZXOQNkWKjRmwMyUo","QQaQQj/ZrJwGWVEZWLwVZ/QQikLUGKbbzUapLbb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","tRWFICdTipnwQUGBwmBEL/nLUbLXjwuRSXTRqCM","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"yoqXMSGKeY/cZJs/fnBxTNFSRWuFMTyR+YKSMqM","WZgAQVMEMXRsUdqbNWiixlsFXZTVVXDOEEIjKIW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","goXjXSXTHhkRnrLWpyHPLxUGmWEgyUGUVEpTHcI","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"QmJAWaWAhWNhcRSHywZYYWHFEQDpxZPqsTQNqQa","OZNRzcrSvTbVkAswcZZUgjncThB+uyQDbVEUAdY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OOEdCZcYgTfTQNyopWVvcUXrWQDlwhRGInAfpKI","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"WfoWeRuRqkXRZerKY/bpRnLnU+fNbSEaYgnxyrS","WtGCWDZSAivGUSVbEISkDEAaojXUSSCSuTU/wyg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qDGKToLBkUPPJlEySYRwiRRAbGVGUpNQiPTGIYY","1-0:1.8.1",2022-09-09T00:00:00,2022-09-21T00:00:00
"ZRVWUcXP/qVeBRWfMRKoAbiOQKNdSztmqlTIMxW","ixAySkra/HQaXrOYbISRjcJWTwRsUYLi/CFTYas","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ktiVklFMZZPHOPTcyljpNCnBNGONIZVcSUYnbYD","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"kaHGmmYnKbebXGnKRDdUwfN/YuWlOaAIvcbSRWY","MkhCAUVuzuUnGDHjBWxRKGgmZHZQELPyvsfp/bq","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","STFmX/PfUVkrzJaSZlbQQOKpSYBeYaqzbpJ+XUw","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"StLTWsRnKbIbWMg/VHXzlqGjYQgArTQQltei+Dg","rRbmPaMVKRUdUIymuwS+VPsJUQl+BNVTNRMwpea","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RwOvHNaVmKbETZxOUVxWwgLoTqnWiqbpAcuhykc","1-0:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"rZXHJAmpOQPGgMRzoomNXDOyTpQzhxwzRmzxYRw","ZQYiVWWixyvFZd+gQgezVWUlrHvaRi/RzFuTtMZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","V/lWhXvUElYsgTrDXhrrEmiUuxGdGWKYapROpWU","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"fhCCV+DdqogVmtxjaWhQSUEKXrqkefNZuBsmQEv","NVpr/FdIvAryxQIZRMRSYKQyB/NKD/OrZzaCmTb","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vWVOPgqqMNsMXQcGSRpCjUPgTYFpVVGgYcEA/fk","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"uVeHWZSoX/MUxCZtYGDTLfWpl+SVZuZFkBIQXYV","nEQT+ACnUEWoyonGYJBmNOVTvUYliFzydMYhnWL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","zyeVzrgWnUSSkwwzVkEwZAaSmJVDrUzm+VZTgdF","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"ZTAVmxRfjs/iy/PUdFrWyCClxYYyVYQyXfCBBnU","TRqxOBbovAFGTa+WEDySUebGkS+BjfmVSBXLOTA","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VgUKPsyXTS+btRQ+lTJvZRosNHQzadRXYnHUOSU","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"uuLCxwSTCdxzWTUVSrRObCYQdDXXfBYhXhIfRpU","MyzixtYaeSnmTVTrRfWvZJEVFZQKsBljwuHgOQW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","deDTHYzYYlDLRmmxlFDXbouhsyQFXuiZiOplH/s","1-0:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"GLQyYNwNyuXfcU/gNgEmrUjUBWRfdRCKOwE+XRf","tWHSpSiwJvaZXyLsRoubniSwehBTsGbKxJZWaex","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OWQ/eZKEGSyTGkmPpYvgkUgwGUOYjrjjoVyjHHz","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"mRGxfoqnUOAXpXkLKqEwUfgOTJKwCzAEeYnUzfb","yLxCqhQFFEESjruPvPJFjnxytqAgUiVOnTRBOZQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","EHuDCYfpGXxTgiUEjnXbsqWFVCwWSFSotiYBPLt","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"HWrQWVTRlgIcoxZmMMFRJdBuUyWJYCWVfqQLmdD","XBVrKqvhiseBPWUS+jqGlYmUEhvWRXvcWIRNQqR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","dDBcXDsyKvRBwVUBciDQbowckYeYGSDgX+ZVZyt","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"xIYpZr+XHTwTVPeZUJowmtQhTHvO+qINkKVaV/F","alYQuFGqRKGAfQVheIlkIaGPzdQZJphgVnNraok","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JsummQCrRxSRHolNohYORVMnH/RIPsgbITaqWcT","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"nknPlOVvEYZCPUWKCuXsJXidJatjHkP+ZyzAWTu","LOJGDSSSfqZhfU/TyIhjJZYEfvEQfSVr/mtYtT/","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","kUYMDLkaLjeSosKWlXVtVYosHZizFzkQLUDpRox","1-0:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"zBID/lgtCUOsTGvjFXrXB/NkEVKRjVYaTTDTFZQ","AMJRYdCxawTdqDKqQBTVFEYrLFWKeNGTGlRTdtC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SQyTmgFzwEGIDlOkfqKLhpiScPLaryZNwBIbRyr","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"cHBgykCjMwEuWNLQyOZsTDdhOFVWdXupcxQmvl/","/VNbRgjlZURXZdjQXAW+QNbdfTBYZREnt+vUBdh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","oRHljRHtrmKOXNeHJSQFKn+xYoJf/joQkXzQXkK","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
