"Installation","Installation type","Record created on","Object changed on","SPARTE_TEXT","AKLASSE","AKLASSE_TEXT","TARIFTYP","TARIFTYP_TEXT","BRANCHE","BRANCHE_TEXT","ABLEINH","ME_MA_ID","HAUS"
"MuZsJrSmYdiIjzECyBrWBMewRZdLCXJP+ZuQquv","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6203","WmZVnzAfxgZODdxoycjGDYypXLYlCLcZuJlhhNb","JUhgOMPXnXCSmFiWZFLLHGLWjXwDKWtDbXUgEoE"
"LHcDSXPoaTQImARYMbTW+lOXQioPpvWEUUlhTrw","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","lZPBUQxaTgRIBUhitQKbqgHbwRZGZ+aWQIyGXFO","nUYLYqRBXGkSYWeBXZa/ugDSBPgWkBzvyT+euMp"
"eTEvydIxOlWuXEpZTZANLcRTebpCQRQeRQXJVo/","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","WuIuCRNoFHPMXUSgxESlOxiLSREsRmWrWGULYEM","TevqNDVXNNMHK+nNxt+nUgLa/XKpkWRKNyVzreH"
"NYxZIuEZWJEUmAdhcIARTOa+gO/PYLltoIWHYh/","GEWE","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","KKA 740","Erbringung von DL überwiegend für Untern","J09B1301","xdwa/WuBHdpHFUvlcNTTQnNiosTwVVZWMTWWATQ","xPpMOSwUUUjcXZdURhaZwAPuVf+SZEIX+YKYMwW"
"F/upiBFfBUQMFTrqcXXjjcgTgOnvKTGH/VQQvkQ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6205","ZUXJKgRGUTWPwBfmL+mQtiyCMxRslyVbwKmTJMs","kRjBWBgQgcHRUOQiKdIJcFhivelQUxZ+oZQbtSK"
"/zuRfBTS+SDLb/dkE+KL/JXbDAoPJvWHAu/Wdsl","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","AIDsIDLNrPanHruytbF/zLvQd+vyqSjAEhSwHZR","eeGRTvdjOksTyRoTQioVqTeCASTorkLGCRcQygZ"
"HFkQUSwqtNooWNMYLOlkVJBQdYrMX+DZtGLrUYH","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1521","E+VFeRHzRGMOm+dVRzUmVfojPDdVEAQkUQRrjTt","RZEmxKEPYyEiWMVDTMZWiborob+DdWDfcTcMlUD"
"SNnZVNtfsZHembrSWXaSRksOQEEYkSHLIYkPdqZ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","bSxVcQJK/So+fVYOWiVsASQpZLvnvsQfMffQdpY","jTURBoobfXMadtNWbXYQjGjFVTemRrNgQTokNuV"
"'+mmTnIzBUUTbTQBNDzVpYteCTcLSUQbcYTm+WxI","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1541","AZEItHLIlXDWZSwsAoKUBWGRBbuK+xYVrjAehFR","YBTSSnRDVvSXFUZYJBURdyUIdeFlYGQCtzqvKLy"
"S+NmZVWVKg+OSlDQYrTUxxtgKOscCR+YnODQHuX","BUER","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","KKA 740","Erbringung von DL überwiegend für Untern","J09B6206","TXGhYZTGWZvRlUgebGJWYWHUPTDWBnDvVBE+pSH","VZLBwgYFopgEUXVESkXsbpySUzSBRPSXRBlDUJv"
"fLHewR+ehXXPZhUaLCRBZQLYxeiRWBApYVOIEWX","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6252","YOrvPOGHdasFPxaYoDDuoSLSWNUMhyKnUsfLEWY","AXJeejIuHLmSYeicCzRHMEYXjVYYQQFUEYA+OaW"
"eBPpUCXtFTzTXCESUZKS+GG+iQjwtrVYVhLSRZX","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","JQiwoRZlwMARZfremcTGauBDTTXYkkmLYkVGorF","JqIoUGmujUW/TogXVJyQxZtSdtqqhnyGNgdVmHw"
"sAWOGOYvUa+tWepzPxgETEHZBv/GpHiLpCkYOwl","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","zCHYyDhfCXAkXYdInTcHyUsbz/bMQ+TkOWgmCIZ","fkRpIMOjpdYTfPYZrSSKfoXXCLPMSMSpmchTcwT"
"FgZvxzP+/kpApZSQhDzhCxAZodcUiuwjfmPTiRO","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","pyYHLuImLSMsFzymnnQMFHDQBfPwFTBkzaRGXEL","slBNlUfseU+rGzVxLNCQtaaQTIBalBZXQWKzzjw"
"HxGS+hVXYHlSLYKyNbU/xqGuNjsTqMZVeXxUMze","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","iqYNFSqTme/SXnBWRKqdqiIpkQtWcLgxKbDDtvg","yUy/VBIGD+MjJ+wKYMayqUVhluqRqHdULkUDWaw"
"UQVQfTBmoQmYhJhkZZSJmUQoTQMajRYXmplxobU","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","tJyRiVqWdBctwiZGvBzeUlCSNNWQatiFyuiMwrm","keMeWEtSweCVqFxXmXOeQtSjATNY/IhAWZvudab"
"xHQActVbSJIXRQYyTSrrkQFYmVbAdXNVSuRRMAJ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","VJeQtEtFDbGcqIXfdBXovESlaN+TMW/zVUsNZSP","aeXDWZnxelCvSb/TAsKpFcTqYOJoWe+RTYwfrEs"
"DVEhzSsqGQBpUnwPBJ+qeSogpnTXejKcCChLVdQ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","EYVGTQYpUdXxEWhgiWLNfMuqZqtuxckxiWGokHT","jaY+S/QnsyvNNYTZwwYXJybUKxSSSSxZTfskYHK"
"aiOHXhGnVXoHvySZlAibu+L+HyIZDYhqQoh+dyG","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","SCQhSRzozO/dJACqSORXTliTRUnJGUxMaEmUxwK","pIxHLUPmQirrnSrbtrZmywTYnxEFrRfUOQbieTY"
"ZZHqdyYWrVnTRAyrKiGbrbjUPWMgbLHBSdMtlbu","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","hJ+UfYXACDKDxGlUReHWK/dxQSyVcYwskYAqSeR","EZRplEbUFimtHueEMPkRPlUuEZGYWGRV/xBdiqM"
"nULocNVcMXGXeKIvP/kTtfWQFSQnTnbTMv+VKKu","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1701","NgWqUwqXSPaFVCIiPQBZYkQ/hnUpXZkSiHRQqKf","EWnJsFRumWkSRkGkYHHGIKrUZuDLXpUUNdjdgry"
"hYmSeozYXp+/zgxEiXOVrawYMmCc/VSIqkYRdBZ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 959","Werksangehörige","J09B1701","GKLzCwfG/eUoLuUJAWeSsiPoBZUVlyZvvZIzari","xpZctptJKtwVVaJtdDSbqLpIjeiYwcBWhSGBnvb"
"DWIOvXQMoEtxlZuLBVUSZbQzBRwZshRopyhcvlR","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","MrKO/DWIhuALfupCISzNxytvevYiJvRPnWwzhuk","EmSHjQRpiaUlWiF/sWBBQafjRLWbzxZYIJSXHSW"
"VjKJevLXfbPZWNmzhqfpSpiKYrFCBUyyRmSJXlK","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6206","QycYPypPFH/QVhivDlntUFgpiDldjtTctZRZ+SW","BWmvLURRQgZSckZYqoANvAFIhVWWjgCcSZZHejy"
"QPmlKYUAtVPdlZ+wkNvJYrlIySayonVTSOAVcvC","ALLG","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09B6501","BTSaqHAZhAuWAhWz+bYpXzTVQ/mTDwmxVnFuusw","nVUBVxDyrvXiweeUnHpBTjepMSlJdjRWaANL/Wg"
"VnDcgXePXrSsVSk+RYfKS//uiBxbEoVUtEcmWrv","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1611","JaWUNVKWlHTkPAlBgMWOSFbnDAXByWnHHplvHLm","qBbG/NXnPXHIgnfGQiXODLaOvZwoZaEUnYZGMZZ"
"SsWfNecCsEJ+yxNNQVqUPVHWCTXUPyRllHXXbXc","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6502","NSmSakAMvdSRRRcHHlzXVtTAUOHwJoCTommVeE+","x+iqVXBAMtVyiRFUKHNgKWPRdbCQSXutc//UoCP"
"la/OxOeUTYMDWtcAQVvaFJPNWSzbrl+nBQfbYD/","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1611","YPKbgdZTXoWWZBZluw/KmsSkNDUDlVefsTZsGQy","qBHtYpSWBxkCWASYbXAOsSYOMJYQWnNHwdPWnRR"
"NEtUM+JVRUKHZVGjs/uMFXWhHvVmcUlcUlVAUSa","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6503","jWwGEJrYLdmsMImBURdKSrv+gaSXWIchTDGSNkp","FsTevYqSZkkUjJQgbNjr+lU/HSXEdr/De/JwUDd"
"aQXAABRorJbWdTyEYEVVWcgQXNTaCkWCETjMGaZ","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","TAMOEllUpnZYVqbeGLUQmBWAwjcafTeU+AHxvtA","XDRBp/CVWwKmGFbInQRqIQlqAXhbsuGGovHgrFl"
"QBXlcizNDgOVguWSsafeHQXICJIdHNSIIQVhLGi","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","VWr/eUTP+YeXPEUxHRJhuiQeuzqURw/yWnScSAR","HeF+VsAuOEdsCvvNiFcJWygVRKtngOqDpXCIe+V"
"FcmtGwtbDSTDjWCOJYqVzRZRWXyjZzYnRhmmkGE","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1612","zAZMcsVRJZIPRsFfeVHgBDZYnWOeZeseWMTWErz","TvupeBaORXVZXMWOHcBrdNcmNUuYo/WTQWLgk+M"
"TYmnSgiEVWkaxRTBUqQV+VqYMfF+yUCW/rac+am","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6501","DTJUUFLbFUkRb+IQkXoVmVQqQYgzZJRiIntnGto","ZpfWwGgTKSTtLFXUVlsQ+TwIXtAVSqcGNzoWPc/"
"cgCyRHRtREtutQQeaSEknqWzsdWVZiESQUYUUaq","1114","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6501","ZNrYqIMfiSEiZXRwPZUURWSfZQJbdUkgYLgpdHV","pjRCLleURPFWlIWZRw+xCWfNchotEVZHvnMYWJZ"
"lSPeVmXihHZj/XGlfSYvmKRAmsVeVmCqYhjJ+Vh","EINZ","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 535","Lebensmitteleinzelhandel","J09B6501","YIYSWXReUHUNYRQSnJMskWYXXcnsNVgqIBtZKOX","fZEzlapYGdRzAstmboOjUQ+aXVESyiwdpLyGQHd"
"weDImNveTqgLYsLZHVaUUguURrSPAYxlHfbUXXH","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6501","mUWidZxdzWGel+SawQZZXYkFZ/WfFLdgkTeFQys","AaruSLTIocYCnRXaCoooxI+ZVlJJOXpkoX/qMjg"
"AIatcSnVZxjjNLUPpIC/DrLFZzKrxKYbQpOQMBi","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6502","EHMpsxXYIYfZKSoJEwQGKUERFelOFhlIRGAEtKj","qeZXvEkwnwdW/votrTUOXVYBVWyKGASbWpPImsR"
"qwDRjZVRUQZXVMPhZrotIeXRZVolaBVHjdsQSMW","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","qYHYVUvStlRmoKKISOzAD/ZhcIgDRz+ZOsKdXeE","oUeatlnoVvC+SJTneQluDKmgpktqsRTkPZoHWEW"
"lJCLzhOQAFXxpBvDrHPQPupvtXCWTbLwWptaHQB","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","'+poXYVYjDXhTPRR/JLCLwY/ayRZqcZulUYHXRBc","nXzwbZfRdvVtZsTSwRTVagX/GDMNIns+UrtWyXj"
"jRc+XbiRTNUxQKupmPozhZRCYzthjcCfbHJXUmh","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","niZukAeNKMKZSeiMSliNXYgGlFRCTlPxWLsGbdY","nRWUwTAGUIZxPdjQJVZmDKCzvZvVNZUXHQnIlXV"
"TY/VTsaYhQSNDXKscMcSACVzAdUbyhMUZdZLUYK","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","PWfCDUChUJcCqJMDZPNIQjXeEoeCHGdRnfV/Qbf","tnRBFS+ZUUZHXDUsSZRijKtQaBPeqCdYMDQDuZO"
"Jk+FoSbHWzdNgAUnYLxOMEpEmYLHSZNGFQthmCZ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1301","QgxeazcBmMYWQrAllGXUHEUVAvdHQZXlsoiSMWk","xPpMOSwUUUjcXZdURhaZwAPuVf+SZEIX+YKYMwW"
"Wel/nhASbFULhsiRWnnzUEJfqHWJRQcWWqYTqcB","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","NzWKFU/hwxRTLQqZOYfFFFLwVXOqBkdsbtyupzJ","duv/kmBhGMoOukwAYSoBUSX+KccZzoDCJUAYzeQ"
"koUQOFAHrrYOZYZWxdQ+yMZNNLfFwHufaQBITmV","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6505","PJFBxWTMQPKKubLvlcWIZITvmERmnaXlQlwopnj","RqCQsZrrWNMnsO+tlRRggbYzQ+Xg/JxznoCNuWV"
"'+SoASXCJFSiHdgShVTLXmfBoxkURVXUbWliXPWz","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","L/pCReYNJSUnRpFkEUfdawWEIYStyANxyoJsWNe","PHhwZQfAXzVVuTXyDLjPd+sSBKWGzRjIjYnDqzx"
"xxQRNQGvGfWZERXoqypEGAMXrQvVhbSUSnYCvTP","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1301","YYmZpXIcsWRfDWBXpHoSVUJVQZ+RHvRVJkMfWRP","YdZgW//XjsyXJXSVSQQyUeSeTYbQBuSYySTYDQv"
"f/pUqaMUspCZMGBr+ZvbFzzUORImxp+vjohqwRr","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","ogjJHUvZSijTZJWVhTvvqRlwQQKbaZedEHs/qcs","kcEgFSVudxuyAnldqQUzGTwtYXjZWikCuuXVQUf"
"FzZ+BPXyTAwdBIAVlJUvgKGOikrXrexTATTUUYR","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","/vgT/nOECePSvaWdxmFZluMvcMNFTO/aSdAEPzS","D+HAeAJmTZtCnFTTryQRUUQSEWola+AWUuUZjDk"
"zDfPxSWXTPqAQlVjRmDXXZkUzx+niQaQWHVgqMU","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1521","ADmDrYVYDzBDZzCKZGoaOyZzeHLoCnxAjviHsMm","V/POnCcDhcMWYLYRNVYanJZXFNiWmJIRiECHYQZ"
"/XdHpTEartBMRCsOrWnHtSONPkdqphzZYZZLDML","1030","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","wUZjbifaqrGJOxgxnXRo+eVTTjGmNulWHWWeQWv","/wgTw/sQzROjvYJASQiAmyxxWVmRYNXzvBWXg+i"
"ZNRqUTRJgZJKiMRBfDRsKQhSYXsOiWeOKdyNSIO","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","imMwsfUefcQOpSukX/SWRVtSuRAsZRqWSgxCROI","vVQ/QMHEQIQQvXCJDRHSZWnGWClmctklNPHUMQR"
"cHSQ+/pFxpZkAeNhToQaYx+LzU+dnkSEFcrkRBS","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1531","VXndEOZVZZBMVLXhHRbjXXGToGF+BdnFhxWcZTc","GmLsPFbyKywSXlXkOUcvXFaQtLaNKblhqK/MrsY"
"cUEGXMLKgDMwFWvXxHBFzQkRHwLIVQLzpImYevV","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B1541","UtIQRBbbwWZImOxBVTZRwAATBBHiSAtbwpXTVUs","ZdLVupXqYXywnqFMsfKP/iEqTGAKMQWhZkSbxml"
"hgnWljTCpqLAFCWburtUaxV/icdwLeSzbzSiPWW","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6203","BpKReXREWRrYzXY/ufahHUvTPSTobYLwxlZjacu","QV/g/UX+lTWvYQQaRWUzICbtVjQzgOpSUVXnwgZ"
"CqbQRxJRrCZVBFXyxndzvtXPOKSdKUorYxPSNEX","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","QS+WiYXJEVNryPcmqGGCiwBMZViAQ/rhVXUOUiu","hsfkLTSQXDqUUYIHZGeZyKrxYUgVahHhQXLpJL+"
"NIFVFTUEKZSqVFckQhyTwVxuYAcXVtXRAuWWsWV","GEWE","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09B5432","TUYxKQFNBvuUXJRqjieQUB/KJJOxMIRCkwZfRoJ","ESLYTpZzq+UWL+afz+WHRXlbQ+Tyr/+tQmDrhSv"
"YWvdeTaULlxQyiuAUYWgSTXWZIWDBQdkxRhbYvR","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6204","IcTUnwDYlugiCVGeMsinTcVuQSrcWITH+TYSmv/","JJgmfrVoZQ/YkJHpxrSeGYHNZxGJKxcyeGJlcY+"
"T/SbSqCNKVTQJYHA/iLYxQyilhRKwqJddmQdocG","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","qOVXQWAAGWTaxBsTYQITeydScVhADRFFSTxdYkH","AH+D+KiK/pVRGVUwlZFGoYoSPdOg/ZbriFUJA+r"
"LbpdXXzaYVIqQlVSFVVXbpYUdtAuqTjs/iFJcXF","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","VUiJBWVYPQkmSfjYQemNVWSTFQdfSwwV/xLiVPF","aZdSYWUIYFzMlFr/DrggjhhQZTCuzSWlgDFXmXB"
"RujrGObnPXZorWWkIoICDoexHCXQttUelgfQYci","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09B6501","iRwPaxADZwXStQGnpVleEehfUXPNUiMQooVRcMX","zEcdTrKsUoVSwogMyrlLOCNoWEshtWKjCX+Kbgz"
"UwYL/kJzDTNeqdVUbQNLjWWkIAZrmLpDMHLvGXk","ALLG","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09B6501","UNZTMEUPKAWxXvBrhMZLeb/+TuTrlNSNXhueqGy","MeSQXolltYoHSmocHRsmcULGXNYFNAoEnSbTAYv"
"gPwFFVZc+OBwLOgzaUxjaXlu+fHTpdHXOZCU+lC","ALLG","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09B6501","nMUieYAHtRdiLqWSTouTYnbAVyYQaqBoZzJkSYb","AaruSLTIocYCnRXaCoooxI+ZVlJJOXpkoX/qMjg"
"nexjtQHZRdTNOGXqoPMMWAHVYeLbVNWbeRgTlhF","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09B4011","INQtGySUOEYXYfTKVqQJwtV+URW/ElyEnrxPpau","ATPepstPcHGTVj/tgfWacwZuJOjZahTFF+OCzFM"
